	Gene	FBgn	Position	Sample1	Sample2	FPKM1	FPKM2	FoldChange.Log2	TestStat	Pval	Qval
1492	Pros29	FBgn0261394	2R:16882371-16883616	young	old	93.2131	141.859	0.605857	1.16549	0.0037	0.0229522
1493	Pros35	FBgn0250843	2L:10221352-10222503	young	old	69.4238	115.798	0.738111	1.40831	0.00035	0.00330503
1494	Prosap	FBgn0040752	2R:9948983-10028403	young	old	3.78519	2.45466	-0.624843	-1.05163	0.00965	0.048719
1495	Prosbeta3	FBgn0026380	3R:4829739-4831948	young	old	80.7745	142.039	0.814319	1.1895	0.00385	0.0236275
1496	Prx2540-1	FBgn0033520	2R:6311940-6312976	young	old	7.18242	23.1817	1.69044	1.90552	5e-05	0.000618758
1497	Prx2540-2	FBgn0033518	2R:6306224-6307266	young	old	12.33	39.6282	1.68435	2.27888	5e-05	0.000618758
1498	PsGEF	FBgn0264598	X:2272150-2281697	young	old	4.36976	1.73904	-1.32927	-1.62947	0.00025	0.00250102
1499	Pu	FBgn0003162	2R:17062821-17070121	young	old	345.377	99.9002	-1.78961	-2.88185	5e-05	0.000618758
1500	Pur-alpha	FBgn0022361	4:578607-586562	young	old	80.9039	50.7042	-0.674103	-1.23462	0.00275	0.0180815
1501	Pvf2	FBgn0031888	2L:7069577-7084634	young	old	1.45476	3.49439	1.26426	1.35064	0.00165	0.011996
1502	Pvf3	FBgn0085407	2L:7099691-7156701	young	old	8.53032	4.42954	-0.945442	-1.41791	0.00075	0.00623234
1503	RYBP	FBgn0034763	2R:18558256-18560717	young	old	17.3315	11.2854	-0.618946	-1.10238	0.00755	0.0401078
1504	Rab26	FBgn0086913	3L:21311873-21327290	young	old	19.2872	11.4929	-0.746897	-1.13382	0.0054	0.0308879
1505	Rab3	FBgn0005586	2R:6608832-6616695	young	old	82.0377	43.5799	-0.912625	-1.62365	5e-05	0.000618758
1506	RabX4	FBgn0051118	3R:20652402-20653691	young	old	61.3791	33.4483	-0.875815	-1.61432	2e-04	0.00208188
1507	Rb97D	FBgn0004903	3R:22698304-22701464	young	old	16.564	10.6877	-0.632105	-1.11957	0.008	0.0418607
1508	Rdl	FBgn0004244	3L:9143694-9170704	young	old	0.619218	0.22182	-1.48106	-1.06563	0.0076	0.0402639
1509	Reg-2	FBgn0016715	3L:605164-606569	young	old	44.0264	141.978	1.68922	3.08774	5e-05	0.000618758
1510	Rel	FBgn0014018	3R:4868225-4876271	young	old	52.0842	158.724	1.6076	1.94174	1e-04	0.00115824
1511	Rgk3	FBgn0085426	2R:17143744-17167538	young	old	7.89395	3.86748	-1.02935	-1.24584	0.00545	0.0311192
1512	Rh50	FBgn0028699	3L:4910385-4919044	young	old	43.6032	16.1962	-1.42877	-2.45581	5e-05	0.000618758
1513	Rh7	FBgn0036260	3L:12157300-12168582	young	old	7.22688	4.58546	-0.656305	-1.08562	0.00685	0.0371988
1514	Rho1	FBgn0014020	2R:11990190-11994734	young	old	179.175	300.629	0.746617	1.11829	0.006	0.0335725
1515	RhoGAP93B	FBgn0038853	3R:16908757-16923527	young	old	18.3492	11.7648	-0.641237	-1.23544	0.00245	0.0164411
1516	Ric	FBgn0265605	2R:11994944-11997520	young	old	91.5276	57.796	-0.663239	-1.23838	0.00215	0.014742
1517	Rlip	FBgn0026056	3R:16843422-16846475	young	old	35.5049	18.3214	-0.954487	-1.80758	5e-05	0.000618758
1518	RnrL	FBgn0011703	2L:10325017-10327986	young	old	1.5973	4.10775	1.36271	1.53798	0.00095	0.00759689
1519	Rop	FBgn0004574	3L:4136784-4141398	young	old	132.465	60.6177	-1.1278	-1.54562	3e-04	0.00290595
1520	RpA-70	FBgn0010173	3R:4087841-4090171	young	old	17.1217	30.3283	0.824843	1.54701	0.00015	0.00164377
1521	RpII140	FBgn0262955	3R:9951514-9955548	young	old	18.9838	27.6443	0.542214	1.03636	0.0092	0.0467615
1522	Rpd3	FBgn0015805	3L:4626716-4629467	young	old	17.7346	26.5524	0.582278	1.08715	0.0076	0.0402639
1523	Rpt4R	FBgn0036224	3L:11935122-11936589	young	old	6.37992	2.17948	-1.54956	-1.51367	0.001	0.00794467
1524	Rya-r44F	FBgn0011286	2R:4747895-4775602	young	old	8.93789	3.98658	-1.16478	-2.13262	5e-05	0.000618758
1525	SF1	FBtp0087235	3R:13366144-13370873	young	old	2.69172	9.88689	1.87699	2.4502	5e-05	0.000618758
1526	SH3PX1	FBgn0040475	3L:9703521-9706923	young	old	10.3742	16.9265	0.706286	1.17242	0.00325	0.0206595
1527	SIFR	FBgn0038880	3R:17102385-17119720	young	old	1.34257	2.64095	0.976059	1.31442	0.0025	0.0167192
1528	SP71	FBgn0036738	X:72457-96056	young	old	5.12546	2.06328	-1.31274	-1.62945	0.00045	0.00405706
1529	SPE	FBgn0039102	3R:19511978-19513869	young	old	146.904	253.072	0.78467	1.40039	4e-04	0.00369149
1530	Sap47	FBgn0013334	3R:11760821-11787847	young	old	104.538	54.8279	-0.931048	-1.47339	4e-04	0.00369149
1531	Scgalpha	FBgn0032013	2L:8303432-8305376	young	old	40.6018	14.9375	-1.44261	-2.58731	5e-05	0.000618758
1532	Scp2	FBgn0020907	3R:12400264-12409382	young	old	188.39	64.7893	-1.5399	-2.82989	5e-05	0.000618758
1533	SdhC	FBgn0037873	3R:7034855-7035571	young	old	709.63	342.326	-1.0517	-1.95192	5e-05	0.000618758
1534	Sec22	FBgn0260855	X:700104-702235	young	old	42.2153	66.1955	0.648966	1.22783	0.0029	0.0188645
1535	SelR	FBgn0267376	3R:6689070-6694379	young	old	160.674	94.8517	-0.760391	-1.34465	0.0015	0.0111039
1536	Sep4	FBgn0259923	X:16578243-16589206	young	old	35.1446	22.5525	-0.640016	-1.18216	0.0038	0.0233647
1537	Shab	FBgn0262593	3L:2895213-2959579	young	old	38.2003	19.1443	-0.99667	-1.77362	5e-05	0.000618758
1538	Shawn	FBgn0031039	X:19505558-19509647	young	old	6.89419	13.5855	0.978614	1.287	0.00205	0.0141858
1539	Shroom	FBgn0085408	2R:10195666-10239312	young	old	17.8033	10.3551	-0.781802	-1.30875	0.0019	0.0134529
1540	Slob	FBgn0264087	2L:7647052-7691057	young	old	181.279	73.6423	-1.2996	-2.13791	5e-05	0.000618758
1541	Snap25	FBgn0011288	3L:24067328-24292305	young	old	179.459	97.64	-0.878112	-1.50971	2e-04	0.00208188
1542	Socs36E	FBgn0041184	2L:18138667-18152410	young	old	3.68428	9.90969	1.42746	2.24742	5e-05	0.000618758
1543	Sod2	FBgn0010213	2R:12660420-12661413	young	old	276.597	154.038	-0.844497	-1.59058	5e-05	0.000618758
1544	Sodh-1	FBgn0024289	3R:2878056-2880264	young	old	24.4711	252.073	3.36469	4.86017	5e-05	0.000618758
1545	Sox15	FBgn0005613	2R:10088887-10099914	young	old	0.556328	1.49134	1.4226	1.35954	0.00185	0.0131753
1546	Sp212	FBgn0053329	3R:10047795-10049877	young	old	22.501	39.7846	0.82222	1.50793	0.00025	0.00250102
1547	Sp7	FBgn0037515	3R:3585507-3589148	young	old	45.0085	84.4349	0.907643	1.68651	5e-05	0.000618758
1548	Spase18-21	FBgn0262801	3R:2483603-2485822	young	old	130.444	204.303	0.647275	1.16005	0.00455	0.0270726
1549	Spase22-23	FBgn0039172	3R:20055027-20055751	young	old	92.7623	142.026	0.614548	1.15328	0.005	0.0291115
1550	Spat	FBgn0014031	X:6422980-6424759	young	old	144.78	251.622	0.797398	1.42218	5e-04	0.00444627
1551	Spn1	FBgn0028988	2R:2769169-2772378	young	old	65.5932	135.532	1.04702	1.78414	5e-05	0.000618758
1552	Spn28D	FBgn0031973	2L:8004547-8007253	young	old	25.429	38.1477	0.585121	1.08792	0.00925	0.0469912
1553	Spn4	FBgn0265137	2R:2763408-2766428	young	old	71.1564	140.104	0.977434	1.81197	5e-05	0.000618758
1554	Spn6	FBgn0028983	2R:14013809-14015715	young	old	12.1938	31.8984	1.38734	2.22137	5e-05	0.000618758
1555	Sr-CI	FBgn0014033	2L:4121720-4124002	young	old	2.06177	4.25979	1.0469	1.17948	0.00785	0.0412304
1556	Srp54	FBgn0024285	2L:9912906-9915044	young	old	38.2279	22.4824	-0.765829	-1.44214	0.00025	0.00250102
1557	Ssadh	FBgn0039349	3R:21450526-21452643	young	old	123.403	81.5102	-0.598328	-1.11171	0.0089	0.0456166
1558	Ssrp	FBgn0010278	2R:19693883-19696518	young	old	7.83342	16.216	1.04971	1.83412	5e-05	0.000618758
1559	Stat92E	FBgn0016917	3R:16361404-16378034	young	old	70.5948	120.463	0.770954	1.24369	0.0027	0.0178127
1560	Sur-8	FBgn0038504	3R:13220920-13229440	young	old	18.369	11.9836	-0.616215	-1.16741	0.0044	0.0262923
1561	Syb	FBgn0003660	2R:6135318-6142479	young	old	129.32	224.382	0.795012	1.28244	0.00155	0.0114134
1562	Syn2	FBgn0034135	2R:12439764-12445988	young	old	18.2905	11.9059	-0.619421	-1.17567	0.00435	0.0260413
1563	Syt1	FBgn0004242	2L:2780740-2799970	young	old	100.991	48.5174	-1.05766	-1.87238	0.00015	0.00164377
1564	Syt4	FBgn0028400	3R:3091782-3096533	young	old	86.3538	54.7989	-0.656112	-1.15833	0.00385	0.0236275
1565	Syt7	FBgn0039900	4:299302-327107	young	old	56.0889	32.151	-0.802851	-1.50818	4e-04	0.00369149
1566	T-cp1	FBgn0003676	3R:18314806-18317153	young	old	24.7247	45.3112	0.873917	1.62003	5e-05	0.000618758
1567	TM4SF	FBgn0020372	2R:19765981-19769954	young	old	458.769	63.2851	-2.85783	-4.30457	5e-05	0.000618758
1568	Tab2	FBgn0086358	2R:15180072-15191529	young	old	12.192	25.2045	1.04775	1.79943	5e-05	0.000618758
1569	Tace	FBgn0039734	3R:25826256-25829400	young	old	22.5868	11.5844	-0.963293	-1.64758	5e-05	0.000618758
1570	Tal	FBgn0087003	2R:19827935-19829637	young	old	168.978	526.129	1.63858	2.49342	5e-05	0.000618758
1571	Tango4	FBgn0030365	X:11915096-11916781	young	old	1.87669	4.50636	1.26378	1.231	0.00475	0.0279729
1572	Task6	FBgn0038165	3R:9494312-9497823	young	old	10.2094	5.31713	-0.941176	-1.15092	0.0072	0.0387119
1573	Task7	FBgn0037690	3R:5236050-5238015	young	old	26.8821	14.8581	-0.855401	-1.51604	2e-04	0.00208188
1574	Tcp-1zeta	FBgn0027329	X:15640658-15643006	young	old	22.2265	37.5028	0.754718	1.33941	0.00115	0.00886935
1575	Teh2	FBgn0035505	3L:4173852-4193788	young	old	63.4567	28.8606	-1.13667	-1.21719	0.0032	0.0204081
1576	TepII	FBgn0041182	2L:7693799-7701585	young	old	43.8231	190.272	2.1183	3.17297	5e-05	0.000618758
1577	TepIV	FBgn0041180	2L:19549792-19556455	young	old	63.1433	137.749	1.12533	1.78786	5e-05	0.000618758
1578	Thiolase	FBgn0025352	2R:19752943-19756139	young	old	36.8048	78.4422	1.09174	1.38346	0.00435	0.0260413
1579	Tis11	FBgn0011837	X:12553394-12573736	young	old	2.76111	5.50508	0.995517	1.17922	0.00785	0.0412304
1580	Tm1	FBgn0003721	3R:11107253-11133702	young	old	664.983	204.923	-1.69824	-2.59533	5e-05	0.000618758
1581	Tm2	FBgn0004117	3R:11135914-11140920	young	old	341.484	123.305	-1.46959	-2.46093	5e-05	0.000618758
1582	Toll-7	FBgn0034476	2R:15714409-15720473	young	old	4.55279	2.16726	-1.07088	-1.73062	0.00015	0.00164377
1583	Tom20	FBgn0036928	3L:19994186-19995407	young	old	225.688	142.265	-0.665746	-1.27769	0.0021	0.0144805
1584	Top3beta	FBgn0026015	X:6178170-6181997	young	old	4.25458	7.17395	0.753751	1.11804	0.0038	0.0233647
1585	TotA	FBgn0028396	3R:16696757-16697427	young	old	221.902	1894.24	3.09363	3.80992	5e-05	0.000618758
1586	TotB	FBgn0038838	3R:16699671-16700259	young	old	0.390783	2.70605	2.79175	1.52369	0.0038	0.0233647
1587	TotC	FBgn0044812	3R:16698709-16699310	young	old	176.254	863.341	2.29228	3.06099	5e-05	0.000618758
1588	TotM	FBgn0031701	2L:5329856-5330466	young	old	38.5061	488.942	3.6665	5.56047	5e-05	0.000618758
1589	TotX	FBgn0044810	3R:16727715-16733987	young	old	26.0983	150.67	2.52936	2.32395	5e-05	0.000618758
1590	Tpi	FBgn0086355	3R:25958697-25960321	young	old	92.3178	177.804	0.94561	1.52662	0.00035	0.00330503
1591	TpnC25D	FBgn0031692	2L:5218259-5271353	young	old	1921.54	454.75	-2.07912	-2.52878	5e-05	0.000618758
1592	TpnC41C	FBgn0013348	2R:953795-957715	young	old	152.872	19.4601	-2.97373	-4.80171	5e-05	0.000618758
1593	Trf4-1	FBgn0030049	X:8454667-8461653	young	old	3.3902	8.10268	1.25703	2.00377	5e-05	0.000618758
1594	TrpA1	FBgn0035934	3L:8887787-8896780	young	old	0.788018	2.71796	1.78622	1.71602	5e-05	0.000618758
1595	Trxr-1	FBgn0020653	X:8135530-8142072	young	old	32.2475	99.3704	1.62363	2.28361	5e-05	0.000618758
1596	Tsf1	FBgn0022355	X:18281964-18284377	young	old	462.925	4162.98	3.16877	2.53877	5e-05	0.000618758
1597	Tsf3	FBgn0034094	2R:12110718-12121591	young	old	10.2863	20.4928	0.994397	1.2534	0.0035	0.0219627
1598	Tsp	FBgn0031850	2L:6684844-6709085	young	old	96.9399	44.6809	-1.11743	-2.07831	5e-05	0.000618758
1599	Tsp29Fb	FBgn0032075	2L:8937389-8939746	young	old	30.5138	52.6231	0.786238	1.35497	0.00195	0.0136879
1600	Tsp42Ed	FBgn0029507	2R:2897364-2899359	young	old	49.3062	346.161	2.8116	4.88966	5e-05	0.000618758
1601	Tsp42Ei	FBgn0033130	2R:2922631-2925174	young	old	40.4174	82.0493	1.02151	1.87598	5e-05	0.000618758
1602	Tsp42Ej	FBgn0033132	2R:2927643-2930267	young	old	716.616	212.82	-1.75157	-2.94066	5e-05	0.000618758
1603	Tsp5D	FBgn0029837	X:5961992-5968890	young	old	38.8077	12.4973	-1.63472	-2.83935	5e-05	0.000618758
1604	Tsp66E	FBgn0035936	3L:8899016-8925165	young	old	63.5813	36.8283	-0.78779	-1.45389	0.00025	0.00250102
1605	UBL3	FBgn0026076	X:15743960-15747198	young	old	56.0099	33.5069	-0.741223	-1.38149	0.00085	0.0069335
1606	UK114	FBgn0086691	2L:15274229-15275060	young	old	225.907	655.638	1.53717	2.71861	5e-05	0.000618758
1607	Ubqn	FBgn0031057	X:19577780-19581273	young	old	13.352	23.3264	0.804907	1.48349	0.00025	0.00250102
1608	Ugt37a1	FBgn0026756	2L:20372472-20373967	young	old	0.678541	12.4616	4.19891	3.44372	5e-05	0.000618758
1609	Ugt37b1	FBgn0026755	2L:6225049-6226842	young	old	0.120585	5.37617	5.47846	3.23827	5e-05	0.000618758
1610	Ugt86Da	FBgn0040259	3R:6982821-6985469	young	old	44.413	79.7501	0.844502	1.58463	5e-05	0.000618758
1611	Ugt86Dc	FBgn0040257	3R:6980376-6982235	young	old	0.842766	2.61812	1.63533	1.3551	0.0029	0.0188645
1612	Uhg5	FBgn0083123	2R:10509110-10512013	young	old	71.6287	114.309	0.674332	1.22297	0.0031	0.0198351
1613	Unc-89	FBgn0053519	2R:19883065-19901384	young	old	7.2656	2.97617	-1.28763	-2.14502	5e-05	0.000618758
1614	VAChT	FBgn0270928	3R:14531173-14558068	young	old	28.648	13.0918	-1.12978	-1.69268	5e-05	0.000618758
1615	VGlut	FBgn0031424	2L:2400305-2410668	young	old	24.9622	12.9551	-0.946231	-1.7964	5e-05	0.000618758
1616	Vha55	FBgn0005671	3R:8449483-8453551	young	old	313.127	183.991	-0.767109	-1.25214	0.00265	0.0175421
1617	Vha68-1	FBgn0265262	2L:13000764-13004142	young	old	204.016	67.0369	-1.60565	-2.7913	5e-05	0.000618758
1618	Vinc	FBgn0004397	X:2108318-2116492	young	old	5.78188	10.4015	0.847179	1.38495	0.00035	0.00330503
1619	Wnt2	FBgn0004360	2R:5381673-5390695	young	old	0.55412	2.16379	1.96529	1.58872	0.001	0.00794467
1620	Wnt5	FBgn0010194	X:18395588-18399436	young	old	4.97826	2.31913	-1.10206	-1.60504	4e-04	0.00369149
1621	XRCC1	FBgn0026751	X:5223943-5226468	young	old	4.91447	11.4703	1.2228	1.91127	5e-05	0.000618758
1622	Xbp1	FBgn0021872	2R:17031049-17033255	young	old	40.7814	142.74	1.80741	2.87922	5e-05	0.000618758
1623	Xrp1	FBgn0261113	3R:14740689-14752571	young	old	150.495	453.804	1.59235	2.46842	5e-05	0.000618758
1624	ZC3H3	FBgn0035900	3L:8500568-8502847	young	old	23.2021	11.0804	-1.06624	-1.85121	5e-05	0.000618758
1625	Zasp52	FBgn0265991	2R:11650069-11704314	young	old	94.8936	39.0392	-1.28139	-2.10875	5e-05	0.000618758
1626	Zasp66	FBgn0035917	3L:8617472-8631773	young	old	414.974	160.445	-1.37094	-2.39108	5e-05	0.000618758
1627	Zip3	FBgn0038412	3R:12131484-12134424	young	old	8.36309	49.4605	2.56417	3.89286	5e-05	0.000618758
1628	Zw	FBgn0004057	X:19561265-19566385	young	old	10.7887	28.0891	1.38049	2.10674	5e-05	0.000618758
1629	a10	FBgn0011293	3L:17016221-17016841	young	old	16.1953	44.6791	1.46403	1.69024	0.00025	0.00250102
1630	aay	FBgn0023129	3L:9404158-9419777	young	old	259.423	652.673	1.33105	1.59262	0.00015	0.00164377
1631	ade2	FBgn0000052	2L:6038160-6045970	young	old	15.3507	62.1586	2.01765	3.31855	5e-05	0.000618758
1632	ade3	FBgn0000053	2L:7014860-7023940	young	old	19.2637	109.495	2.50691	4.03086	5e-05	0.000618758
1633	ade5	FBgn0020513	X:12651792-12654651	young	old	237.589	875.86	1.88223	2.65459	5e-05	0.000618758
1634	alpha-Est10	FBgn0015569	3R:3312304-3317278	young	old	8.37188	15.6592	0.903384	1.50299	3e-04	0.00290595
1635	alpha-Est5	FBgn0261393	3R:3359950-3362247	young	old	7.39937	20.3487	1.45946	2.25573	5e-05	0.000618758
1636	alpha-Est7	FBgn0015575	3R:3345284-3349476	young	old	140.548	234.442	0.738161	1.25569	0.0019	0.0134529
1637	alpha-catenin-related	FBgn0029105	2R:19845629-19849148	young	old	25.8696	15.2846	-0.759181	-1.41898	2e-04	0.00208188
1638	amd	FBgn0000075	2L:19110158-19114110	young	old	13.4943	3.14547	-2.10101	-2.43894	5e-05	0.000618758
1639	app	FBgn0260941	3L:12199337-12259889	young	old	21.864	13.7726	-0.66676	-1.2873	0.00195	0.0136879
1640	aralar1	FBgn0028646	3R:26271360-26281589	young	old	32.7935	58.2436	0.828693	1.38352	0.0013	0.00985497
1641	asrij	FBgn0034793	2R:18773920-18776374	young	old	29.1181	53.9348	0.889297	1.38795	0.001	0.00794467
1642	baf	FBgn0031977	2L:8026913-8039788	young	old	91.6419	177.779	0.956003	1.4958	4e-04	0.00369149
1643	beat-IIIb	FBgn0053179	2L:16973090-16993999	young	old	16.4514	7.99147	-1.04167	-1.90175	5e-05	0.000618758
1644	beat-IIa	FBgn0038498	3R:13145720-13191839	young	old	29.2527	14.0619	-1.05678	-2.00378	5e-05	0.000618758
1645	beat-IIb	FBgn0038494	3R:13057974-13073598	young	old	18.259	8.20471	-1.15408	-1.86942	5e-05	0.000618758
1646	beat-Ia	FBgn0013433	2L:16049994-16081688	young	old	8.64334	4.76672	-0.858593	-1.41888	7e-04	0.00587687
1647	beat-Ib	FBgn0028645	2L:15905133-15962432	young	old	16.1245	7.80242	-1.04726	-1.82823	5e-05	0.000618758
1648	beat-Ic	FBgn0028644	2L:16000536-16041047	young	old	3.91977	2.29629	-0.771463	-1.14181	0.0058	0.0327727
1649	beat-VI	FBgn0039584	3R:24243925-24298931	young	old	5.83104	2.4709	-1.23872	-1.48775	3e-04	0.00290595
1650	beat-Vb	FBgn0038092	3R:8741843-8760535	young	old	24.2382	13.3851	-0.856655	-1.50792	1e-04	0.00115824
1651	beat-Vc	FBgn0038084	3R:8571757-8603874	young	old	10.8019	4.69635	-1.20168	-1.72742	1e-04	0.00115824
1652	bel	FBgn0263231	3R:4481308-4486483	young	old	9.19411	16.0527	0.804038	1.34312	0.00105	0.0082679
1653	betaCop	FBgn0008635	X:18275579-18279228	young	old	15.8176	29.267	0.887739	1.56855	5e-05	0.000618758
1654	blw	FBgn0011211	2R:18686560-18689685	young	old	820.441	427.262	-0.941279	-1.22356	0.00335	0.0211711
1655	bmm	FBgn0036449	3L:14769595-14779523	young	old	33.5101	117.82	1.81391	3.21986	5e-05	0.000618758
1656	bond	FBgn0260942	3R:18376404-18382222	young	old	62.4447	37.8074	-0.723911	-1.3645	0.0015	0.0111039
1657	boss	FBgn0000206	3R:21787715-21792670	young	old	119.627	55.1469	-1.11719	-2.01522	5e-05	0.000618758
1658	bsk	FBgn0000229	2L:10247501-10250479	young	old	142.882	87.0851	-0.714329	-1.33671	0.00155	0.0114134
1659	bt	FBgn0005666	4:745029-796707	young	old	14.2945	7.84838	-0.864994	-1.49042	0.00025	0.00250102
1660	bw	FBgn0000241	2R:19411380-19426016	young	old	9.54922	17.0373	0.835239	1.18194	0.00415	0.0250282
1661	c12.2	FBgn0040234	X:9213524-9218392	young	old	3.44343	6.2291	0.855177	1.24689	0.00265	0.0175421
1662	capa	FBgn0039722	3R:25738706-25740050	young	old	129.951	259.291	0.996608	1.90111	5e-05	0.000618758
1663	capt	FBgn0261458	2L:1150782-1158264	young	old	28.1493	53.9342	0.938104	1.32242	0.00245	0.0164411
1664	cathD	FBgn0029093	2R:3709614-3711073	young	old	412.268	883.176	1.09912	1.75111	5e-05	0.000618758
1665	cdc14	FBgn0031952	2L:7802414-7810697	young	old	10.7244	6.9955	-0.616396	-1.10001	0.0068	0.0370096
1666	cdc2	FBgn0004106	2L:10384738-10386263	young	old	0.588284	2.38529	2.01958	1.44923	0.00045	0.00405706
1667	cer	FBgn0034443	2R:15283719-15284279	young	old	96.6892	154.801	0.678987	1.21597	0.0021	0.0144805
1668	chic	FBgn0000308	2L:5972899-5981025	young	old	185.544	306.844	0.725747	1.1606	0.00495	0.0289585
1669	chp	FBgn0267435	3R:27029903-27036452	young	old	460.013	200.207	-1.20019	-1.6189	2e-04	0.00208188
1670	cib	FBgn0026084	X:4000147-4005014	young	old	88.014	188.398	1.09798	2.0056	5e-05	0.000618758
1671	cln3	FBgn0036756	3L:17802329-17807211	young	old	17.5711	4.21021	-2.06124	-2.44647	5e-05	0.000618758
1672	cnc	FBgn0262975	3R:18999594-19047683	young	old	34.4079	72.1167	1.06759	1.7148	5e-05	0.000618758
1673	cni	FBgn0000339	2L:16309593-16310736	young	old	83.6868	126.312	0.593919	1.11952	0.00465	0.0275167
1674	cnir	FBgn0243513	2L:3038825-3039812	young	old	18.2506	9.86234	-0.887945	-1.18824	0.0061	0.0339957
1675	comt	FBgn0000346	X:13153029-13156521	young	old	157.57	59.963	-1.39385	-2.43982	5e-05	0.000618758
1676	cos	FBgn0000352	2R:3269668-3274617	young	old	6.50576	3.71731	-0.807459	-1.39356	0.00075	0.00623234
1677	cv-2	FBgn0000395	2R:17242519-17266967	young	old	2.45635	5.19725	1.08123	1.61449	0.00025	0.00250102
1678	cype	FBgn0015031	2L:5327240-5328870	young	old	1771.92	951.307	-0.897331	-1.49039	2e-04	0.00208188
1679	dgt2	FBgn0032390	2L:11989937-11990834	young	old	10.2557	21.7144	1.08222	1.46447	7e-04	0.00587687
1680	dia	FBgn0011202	2L:20758146-20767523	young	old	7.63791	12.6367	0.726371	1.32066	0.00095	0.00759689
1681	disco	FBgn0000459	X:16104630-16110767	young	old	2.94038	5.72265	0.96068	1.38136	6e-04	0.00516159
1682	disco-r	FBgn0042650	X:16012820-16042982	young	old	1.18286	3.28215	1.47236	1.82111	5e-05	0.000618758
1683	dm	FBgn0262656	X:3267215-3280049	young	old	0.449924	1.39438	1.63187	1.54899	0.00025	0.00250102
1684	dome	FBgn0043903	X:19570089-19577549	young	old	1.98572	4.39343	1.14569	1.5996	2e-04	0.00208188
1685	dp	FBgn0011763	2L:4479470-4591963	young	old	0.683809	0.448196	-0.609463	-1.08914	0.00665	0.0363553
1686	dpr	FBgn0040726	2R:16586354-16637949	young	old	8.35207	4.44062	-0.911375	-1.4587	3e-04	0.00290595
1687	dpr10	FBgn0052057	3L:10140552-10179205	young	old	10.1474	5.45964	-0.894228	-1.54821	3e-04	0.00290595
1688	dpr12	FBgn0085414	2R:1734193-1747693	young	old	24.7016	13.4159	-0.880662	-1.64747	5e-05	0.000618758
1689	dpr13	FBgn0034286	2R:13862621-13895370	young	old	9.87254	5.85486	-0.753788	-1.33781	0.0011	0.0085992
1690	dpr14	FBgn0029974	X:7799664-7801814	young	old	7.64827	4.26866	-0.84135	-1.06574	0.00755	0.0401078
1691	dpr15	FBgn0037993	3R:7964554-7984317	young	old	6.35211	3.37813	-0.911011	-1.45147	0.00045	0.00405706
1692	dpr17	FBgn0051361	3R:7920599-7937144	young	old	7.87394	4.40334	-0.838487	-1.39722	0.0012	0.00919686
1693	dpr18	FBgn0030723	X:15957773-15964337	young	old	26.121	15.322	-0.769605	-1.44746	0.00045	0.00405706
1694	dpr19	FBgn0032233	2L:10376491-10379908	young	old	37.0723	18.1522	-1.0302	-1.94523	5e-05	0.000618758
1695	dpr2	FBgn0261871	2L:10917658-10964128	young	old	7.99436	3.47494	-1.20199	-1.49068	0.00055	0.00479482
1696	dpr20	FBgn0035170	3L:852712-857239	young	old	20.5216	12.1261	-0.759023	-1.39391	0.00065	0.00551878
1697	dpr4	FBgn0053512	3R:7359204-7368671	young	old	22.9883	12.2701	-0.90575	-1.52593	0.00015	0.00164377
1698	dpr5	FBgn0037908	3R:7325705-7331677	young	old	14.2316	5.89295	-1.27203	-1.83247	5e-05	0.000618758
1699	dream	FBgn0033051	2R:1908371-1910711	young	old	0.479162	1.51844	1.66401	1.33985	0.0028	0.0183608
1700	drl	FBgn0015380	2L:19190345-19208615	young	old	10.087	5.80986	-0.795918	-1.35129	9e-04	0.00726849
1701	ds	FBgn0000497	2L:640020-714968	young	old	0.799837	0.365873	-1.12836	-1.36913	0.00135	0.0101708
1702	e	FBgn0000527	3R:17055551-17062900	young	old	8.74676	4.55367	-0.941719	-1.46652	0.00065	0.00551878
1703	e(y)3	FBgn0087008	X:19521981-19532385	young	old	0.848244	1.8188	1.10044	1.31553	0.0014	0.010507
1704	eIF-2beta	FBgn0004926	3L:12514228-12519837	young	old	114.348	198.326	0.794442	1.29771	0.0023	0.0156061
1705	eIF4E-6	FBgn0039622	3R:24852160-24852896	young	old	2.39694	7.91022	1.72252	1.49018	0.0078	0.0410562
1706	ec	FBgn0000542	X:3705975-3751658	young	old	0.952115	0.371306	-1.35852	-1.37271	0.00185	0.0131753
1707	eco	FBgn0035766	3L:7328434-7332088	young	old	7.30602	13.2692	0.860919	1.19521	0.00475	0.0279729
1708	ect	FBgn0000451	3L:10183375-10194934	young	old	1.73225	0.074393	-4.54134	-2.45004	5e-05	0.000618758
1709	ed	FBgn0000547	2L:4031378-4115059	young	old	5.37076	3.13257	-0.77778	-1.32038	0.00175	0.0126664
1710	edl	FBgn0023214	2R:14555025-14561037	young	old	8.42566	13.8134	0.713203	1.10656	0.0063	0.0348912
1711	egr	FBgn0033483	2R:5965869-5971715	young	old	20.6313	12.0411	-0.776863	-1.39344	0.001	0.00794467
1712	elgi	FBgn0036546	3L:15949649-15951533	young	old	18.7088	11.8457	-0.659348	-1.08819	0.007	0.0378031
1713	endoA	FBgn0038659	3R:14732331-14736070	young	old	67.647	38.3566	-0.81855	-1.49177	6e-04	0.00516159
1714	endoB	FBgn0034433	2R:15194951-15198197	young	old	55.7289	25.7439	-1.1142	-2.10261	5e-05	0.000618758
