Affy ID,Q value (Age),Old,Young,Fold Change (Young/Old),Fold Change (Old/Young),FlyBase ID,Symbol,Name
 146963_at,0.03315625,91.275,138.8125,1.5,0.7,FBgn0033548,CG7637,---
 146971_at,0.02075475,21.325,27.325,1.3,0.8,FBgn0050019,CG30019,---
 146974_at,0.01843128,86.8625,130.6875,1.5,0.7,FBgn0033571,Rpb5,---
 146991_at,0.000161728,735.4375,121.8875,0.2,6.0,FBgn0033593,CG9080,---
 146994_at,0.000797611,530.525,144.0625,0.3,3.7,FBgn0033596,CG7738,---
 147006_at,0.04753502,135.7375,172.9,1.3,0.8,FBgn0033608,CG13220,---
 147007_s_at,0.04689939,31.6,53.5875,1.7,0.6,FBgn0040763,CG18336,---
 147008_at,0.01969422,42.35,58.2125,1.4,0.7,FBgn0033612,CG13210,---
 147018_at,0.01391697,63.475,92.0125,1.4,0.7,FBgn0024188,san,separation anxiety
 147022_at,0.000841278,13.75,1.1625,0.1,11.8,FBgn0040503,CG7763,---
 147023_at,0.03657265,23.0625,37.4875,1.6,0.6,FBgn0033638,CG9005,---
 147028_i_at,0.01791648,375.1625,282.3125,0.8,1.3,FBgn0050035,CG30035,---
 147032_at,0.02105488,49.0875,64.7125,1.3,0.8,---,---,---
 147043_at,0.02220434,98.7125,50.0375,0.5,2.0,FBgn0033659,Damm,Death associated molecule related to Mch2
 147046_at,0.04672126,31.025,46.9375,1.5,0.7,FBgn0033664,CG8981,---
 147050_at,0.01067644,35.0875,54.5875,1.6,0.6,FBgn0033673,CG8298,---
 147055_at,0.02109527,257.825,205.625,0.8,1.3,FBgn0033683,CG18343,---
 147059_s_at,0.000161728,170.55,60.6375,0.4,2.8,---,---,---
 147061_at,0.01563591,50.1875,70.6625,1.4,0.7,FBgn0033692,CG13176,---
 147067_at,0.03730668,3387.525,2875.625,0.8,1.2,FBgn0033699,RpS11,Ribosomal protein S11
 147073_at,0.02501316,13.25,27.175,2.1,0.5,FBgn0033706,CG13167,---
 147080_at,0.04753502,32.1875,44.875,1.4,0.7,FBgn0033716,CG8493,---
 147093_at,0.04965682,271.0875,214.5875,0.8,1.3,FBgn0033733,CG8834,---
 147104_at,0.008275753,26.8,41,1.5,0.7,FBgn0033754,CG8816,---
 147105_at,0.01135804,49.5125,35.275,0.7,1.4,FBgn0033755,CG8594,---
 147112_at,0.01433093,26.0875,49.125,1.9,0.5,FBgn0033766,CG8771,---
 147118_at,0.04324274,1093.85,2381.2,2.2,0.5,FBgn0033774,CG12374,---
 147119_at,0.001057194,25.0125,13.1625,0.5,1.9,FBgn0033775,Cyp9h1,---
 147124_at,0.005573193,89.6375,54.1,0.6,1.7,FBgn0033786,CG3884,---
 147125_at,0.01010969,560.325,328.6,0.6,1.7,FBgn0033787,CG13321,---
 147131_at,0.009469488,72.0125,56.775,0.8,1.3,FBgn0033800,Spt-I,Serine palmitoyltransferase subunit I
 147135_at,0.000820098,139.3125,87.625,0.6,1.6,FBgn0033814,CG4670,---
 147137_at,0.04996842,31.8875,41.375,1.3,0.8,FBgn0033816,CG4679,---
 147139_at,0.002211373,77.05,37.7125,0.5,2.0,FBgn0033821,CG10799,---
 147150_at,0.002560051,2016.675,286.825,0.1,7.0,FBgn0041579,AttC,Attacin-C
 147169_at,0.01176078,320.8875,488.6,1.5,0.7,FBgn0033868,CG13340,---
 147179_at,0.04262009,79.1875,99.8375,1.3,0.8,FBgn0033889,CG6701,---
 147180_at,0.03082023,12.55,17.2125,1.4,0.7,FBgn0020620,RN-tre,tre oncogene-related protein
 147189_at,0.03315482,121.65,156.725,1.3,0.8,FBgn0033907,mRpS16,mitochondrial ribosomal protein S16
 147195_at,0.000632101,549.3875,97.1,0.2,5.7,FBgn0033926,CG12505,---
 147197_at,0.02433106,56.8375,17.0625,0.3,3.3,FBgn0033928,CG13941,---
 147207_at,0.03280147,36.6125,31.5125,0.9,1.2,FBgn0033942,CG10112,---
 147210_at,0.00037429,73.05,30.4,0.4,2.4,FBgn0033945,CG12868,---
 147215_at,0.03866902,278.7625,444.3,1.6,0.6,FBgn0033954,CG12860,---
 147224_at,0.01217451,60.375,27.125,0.4,2.2,FBgn0033970,CG10205,---
 147225_at,0.000724097,156.7125,73.975,0.5,2.1,FBgn0033978,Cyp6a23,---
 147235_at,0.02025671,227.275,165.7,0.7,1.4,FBgn0033999,CG8093,---
 147256_at,0.02620082,108.275,82.4875,0.8,1.3,FBgn0034031,CG12963,---
 147263_at,0.004984254,113.5625,150.3125,1.3,0.8,FBgn0050084,tun,tungus
 147304_at,0.03678508,35.9125,83.0125,2.3,0.4,FBgn0034121,CG6262,---
 147320_at,0.04855922,27.775,43.8875,1.6,0.6,FBgn0034143,CG8303,---
 147321_at,0.01516913,80.925,57.6875,0.7,1.4,FBgn0034145,CG5065,---
 147336_at,0.01511999,336.9,265.9125,0.8,1.3,FBgn0034162,CG6426,---
 147337_at,0.02445259,47.4375,24.4375,0.5,1.9,---,---,---
 147352_at,0.000724097,75.6625,19.9875,0.3,3.8,FBgn0034197,CG15918,---
 147353_at,0.02475992,55.9,35.325,0.6,1.6,FBgn0034198,CG11400,---
 147354_at,0.001710313,91.85,50.1375,0.5,1.8,FBgn0034199,CG15917,---
 147378_at,0.01686172,700.1,1010.4625,1.4,0.7,FBgn0034245,CG14482,---
 147382_at,0.03397184,52.3375,75.675,1.4,0.7,FBgn0029006,lack,lethal with a checkpoint kinase
 147388_at,0.007146277,166.225,125.3625,0.8,1.3,FBgn0034258,eIF3-S8,---
 147406_at,0.005320173,1223.0125,714.375,0.6,1.7,FBgn0034289,CG10910,---
 147408_at,0.005144438,74.9125,43.8625,0.6,1.7,FBgn0034293,CG14495,---
 147410_at,0.003417959,3108.8125,2136.275,0.7,1.5,FBgn0034295,CG10911,---
 147430_at,0.03132729,85.6625,37.9,0.4,2.3,FBgn0034328,IM23,Immune induced molecule 23
 147431_at,0.004740446,568.075,145.0625,0.3,3.9,FBgn0034329,IM1,Immune induced molecule 1
 147432_at,0.02646953,41.075,24.1125,0.6,1.7,FBgn0034330,CG18107,---
 147433_at,0.003599872,510.0625,289.9,0.6,1.8,FBgn0034331,CG15067,---
 147434_at,0.02187133,37.9875,22.5875,0.6,1.7,---,---,---
 147436_at,0.02078779,345.6,254.8375,0.7,1.4,---,---,---
 147440_at,0.04435099,48.2375,39.9375,0.8,1.2,FBgn0034350,CG5189,---
 147449_at,0.01681979,17.95,29.9375,1.7,0.6,FBgn0034363,CG5327,---
 147450_at,0.001527682,61.1625,24.4625,0.4,2.5,FBgn0034364,CG5493,---
 147469_at,0.000730397,1286.15,681.875,0.5,1.9,FBgn0034398,CG15098,---
 147470_at,0.000275344,160.225,106.275,0.7,1.5,FBgn0034399,CG15083,---
 147473_at,0.009701444,1901.6875,503.5,0.3,3.8,FBgn0034407,DptB,Diptericin B
 147477_at,0.01459794,11.425,20.5375,1.8,0.6,FBgn0034415,CG15116,---
 147482_at,0.01778108,40.2125,57.875,1.4,0.7,FBgn0034425,CG11906,---
 147497_at,0.001346193,155.825,57.2,0.4,2.7,FBgn0034443,cer,crammer
 147498_at,0.0454041,16.675,11.7875,0.7,1.4,FBgn0012051,CalpA,Calpain-A
 147514_at,0.00037429,125.75,50.025,0.4,2.5,FBgn0034468,Obp56a,Odorant-binding protein 56a
 147516_at,0.006569023,621.5375,447.2125,0.7,1.4,FBgn0034470,Obp56d,Odorant-binding protein 56d
 147517_at,0.03594165,110.5875,60.1625,0.5,1.8,FBgn0034471,Obp56e,Odorant-binding protein 56e
 147546_at,0.03765798,172.05,93.7375,0.5,1.8,FBgn0034511,CG13422,---
 147547_at,0.00012566,992.5,313.2375,0.3,3.2,FBgn0034512,CG18067,---
 147564_at,0.008275753,139.9625,88.025,0.6,1.6,FBgn0034538,CG16799,---
 147568_at,0.03897549,50.675,38.3,0.8,1.3,FBgn0034542,CG9025,---
 147597_at,0.006222949,62.45,27.9625,0.4,2.2,FBgn0034580,CG9357,---
 147598_at,0.01951658,40.675,15.9125,0.4,2.6,FBgn0022700,Cht4,Chitinase 4
 147606_at,0.0386708,64.2625,94.8125,1.5,0.7,FBgn0034601,CG4286,---
 147607_at,0.04556564,30.425,43.35,1.4,0.7,FBgn0034603,Glycogenin,Glycogenin
 147636_at,0.006948254,103.6,70.0125,0.7,1.5,FBgn0034662,CG13492,---
 147658_at,0.01179112,88.75,80.275,0.9,1.1,FBgn0034694,CG6613,---
 147662_at,0.02655002,54.4375,40.7,0.7,1.3,FBgn0034706,CG11275,---
 147665_at,0.001837338,280.675,116.2,0.4,2.4,FBgn0034711,CG3290,---
 147669_at,0.008483398,33.3625,20.1625,0.6,1.7,FBgn0034717,CG5819,---
 147685_at,0.000162758,146.9875,19.6875,0.1,7.5,FBgn0034741,CG4269,---
 147687_at,0.02072222,110.0875,88.25,0.8,1.2,FBgn0034744,CG4071,---
 147694_at,0.03195695,42.575,29.3875,0.7,1.4,FBgn0034756,Cyp6d2,---
 147696_at,0.001180841,513.1125,287.4375,0.6,1.8,FBgn0034758,CG13510,---
 147699_at,0.001507938,217.725,66.625,0.3,3.3,FBgn0034761,CG4250,---
 147727_at,0.009348147,29.6375,43.0125,1.5,0.7,FBgn0034800,CG3788,---
 147731_at,0.005118995,25.9375,33.85,1.3,0.8,FBgn0034808,CG9896,---
 147747_at,0.04250749,13.7375,23.3125,1.7,0.6,FBgn0034826,CG13544,---
 147767_at,0.0108137,21.275,41.725,2.0,0.5,FBgn0034850,CG9875,---
 147771_at,0.002279643,293.4875,162.2,0.6,1.8,FBgn0041712,yellow-d,yellow-d
 147775_at,0.008943127,158.9125,114.7875,0.7,1.4,FBgn0034860,CG9812,---
 147796_at,0.02298771,12.225,28.8875,2.4,0.4,FBgn0050183,CG30183,---
 147816_at,0.02346135,44.8125,56.0625,1.3,0.8,FBgn0025698,CG5594,---
 147820_at,0.01736005,28.9125,37.425,1.3,0.8,FBgn0034940,CG16787,---
 147826_at,0.03757355,44.5,56.825,1.3,0.8,---,---,---
 147834_at,0.02765016,1018.9,882.95,0.9,1.2,FBgn0034967,eIF-5A,---
 147835_at,0.02729744,2876.475,2413.525,0.8,1.2,---,---,---
 147842_at,0.01549605,49.0375,73.625,1.5,0.7,FBgn0015544,spag,spaghetti
 147843_at,0.02298771,47.55,57.45,1.2,0.8,FBgn0034986,mRpS17,mitochondrial ribosomal protein S17
 147863_at,0.02007364,47.7375,70.5125,1.5,0.7,FBgn0029501,Crtp,Caldesmon-related protein
 147870_at,0.004735719,237.9,187.45,0.8,1.3,FBgn0035020,CG13585,---
 147875_at,0.03418925,24.9,37.7875,1.5,0.7,FBgn0035038,CG13588,---
 147878_at,0.03767681,88.0375,129.175,1.5,0.7,FBgn0035042,CG3640,---
 147879_at,0.02543473,116.5375,93.775,0.8,1.2,FBgn0035043,CG4781,---
 147881_at,0.02793466,250.875,358.575,1.4,0.7,FBgn0035046,CG3683,---
 147882_at,0.01215562,66.575,37.5375,0.6,1.8,FBgn0035049,Mmp1,Matrix metalloproteinase 1
 147897_at,0.03289064,18.7125,27.95,1.5,0.7,FBgn0035078,CG2857,---
 147899_at,0.02278372,44.4625,30.825,0.7,1.4,---,---,---
 147903_at,0.000510394,193.375,56.7125,0.3,3.4,FBgn0035089,Phk-3,Pherokine 3
 147912_at,0.000161728,160.875,58.9,0.4,2.7,FBgn0035112,CG13877,---
 147917_at,0.02299776,10.4375,15.4375,1.5,0.7,FBgn0035120,CG13879,---
 147918_at,0.00515319,77.0625,115.95,1.5,0.7,FBgn0035122,mRpL17,mitochondrial ribosomal protein L17
 147931_at,0.02018743,35.7875,51.4375,1.4,0.7,FBgn0035141,Cypl,Cyclophilin-like
 147951_at,8.43011E-05,376.7875,31.125,0.1,12.1,FBgn0035176,CG13905,---
 147966_at,0.02305793,58.6125,108.3875,1.8,0.5,FBgn0052332,CG32332,---
 147970_at,0.03024773,29.1625,53.6375,1.8,0.5,FBgn0035209,CG13914,---
 147984_at,0.01942346,140.9625,121.975,0.9,1.2,FBgn0035228,CG12091,---
 148002_at,0.04116367,59.1125,72.325,1.2,0.8,FBgn0035271,CG2021,---
 148019_at,0.003446214,90.6375,42.7125,0.5,2.1,FBgn0035300,CG1139,---
 148033_at,0.04409124,45.125,36,0.8,1.3,FBgn0035325,CG13806,---
 148034_at,0.001402589,42.2,242.5,5.7,0.2,FBgn0041709,yellow-g,yellow-g
 148035_at,0.01904247,33.7,153.5625,4.6,0.2,FBgn0035328,yellow-g2,---
 148041_at,0.000820098,74.575,120.4,1.6,0.6,FBgn0035335,mRpL23,mitochondrial ribosomal protein L23
 148048_at,0.002399852,178.5125,34.3875,0.2,5.2,FBgn0035343,CG16762,---
 148053_at,0.04135428,14.2125,31.0875,2.2,0.5,---,---,---
 148056_at,0.004459715,59.175,32.4,0.5,1.8,FBgn0035358,CG14949,---
 148057_at,0.02787545,52.6,38.225,0.7,1.4,FBgn0035359,CG1143,---
 148058_at,0.001386608,153.975,82.6875,0.5,1.9,FBgn0035360,CG1246,---
 148077_at,0.006642348,33.875,43.875,1.3,0.8,FBgn0052486,CG32486,---
 148084_at,0.01193542,115.9375,64.6625,0.6,1.8,FBgn0035409,CG14963,---
 148108_at,0.00089145,178.4125,103.6125,0.6,1.7,FBgn0035444,CG12012,---
 148109_at,0.009521448,14.575,6.6625,0.5,2.2,FBgn0035445,CG12014,---
 148110_i_at,0.02715044,146.9625,191.6125,1.3,0.8,FBgn0026259,eIF5B,---
 148111_r_at,0.02649226,205,283.4,1.4,0.7,FBgn0026259,eIF5B,---
 148130_at,0.02949321,8.7125,12.7,1.5,0.7,FBgn0041147,ida,imaginal discs arrested
 148138_at,0.005356886,58.1375,83.2875,1.4,0.7,FBgn0035483,CG1134,---
 148145_at,0.0307423,49.9875,96.2,1.9,0.5,FBgn0035497,CG14995,---
 148159_at,0.006297423,60.4125,126.05,2.1,0.5,FBgn0041171,ago,archipelago
 148161_at,0.003162393,28.6,47.6875,1.7,0.6,FBgn0035521,CG1268,---
 148169_at,0.01410367,53.5625,71.3375,1.3,0.8,FBgn0035532,CG15014,---
 148172_at,0.03555512,58.8,37.4625,0.6,1.6,---,---,---
 148206_at,0.01739276,103.7625,62.5625,0.6,1.7,FBgn0035583,CG13704,---
 148208_at,0.01402156,19.7875,47.475,2.4,0.4,FBgn0035585,CG12027,---
 148226_at,0.000161728,35.9,17.9375,0.5,2.0,FBgn0035611,CG13285,---
 148237_at,0.0296639,21.8625,38.5375,1.8,0.6,FBgn0035640,mad2,---
 148244_at,0.01347427,61.725,85.7875,1.4,0.7,---,---,---
 148251_at,0.02276755,350.05,286.075,0.8,1.2,FBgn0035661,CG10477,---
 148253_at,0.03062916,4701.675,6000.1,1.3,0.8,FBgn0035664,Jon65Aiv,Jonah 65Aiv
 148259_at,0.01505308,405.3875,283.6875,0.7,1.4,FBgn0035673,CG6602,---
 148298_at,0.03835027,9.575,16.65,1.7,0.6,FBgn0035730,CG17744,---
 148318_at,0.0447495,3896.3125,3543.5125,0.9,1.1,FBgn0035753,RpL18,Ribosomal protein L18
 148326_at,0.01331143,17.6,70.625,4.0,0.2,FBgn0035768,CG14834,---
 148328_at,0.03286533,45.275,58.0625,1.3,0.8,FBgn0052380,SMSr,---
 148352_at,0.001526003,109.625,29.35,0.3,3.7,FBgn0035806,PGRP-SD,---
 148360_at,0.003200294,74.175,359.475,4.8,0.2,FBgn0035817,CG7409,---
 148372_at,0.04067659,26.975,17.1125,0.6,1.6,FBgn0035835,Ect4,---
 148414_at,0.008309082,48.5125,65.7875,1.4,0.7,FBgn0035911,CG6638,---
 148416_at,0.000161728,32.325,10.6625,0.3,3.0,FBgn0052029,CG32029,---
 148424_at,0.01391897,48.1625,16.5125,0.3,2.9,FBgn0035929,CG13311,---
 148428_at,0.00064408,221.4625,82.8875,0.4,2.7,FBgn0035933,CG13309,---
 148431_at,0.01433093,69.1625,104.775,1.5,0.7,FBgn0035936,Tsp66E,Tetraspanin 66E
 148432_at,0.003446214,60.2875,34.6,0.6,1.7,FBgn0035941,CG13313,---
 148435_at,0.03205981,137.3125,119.95,0.9,1.1,FBgn0035944,CG5021,---
 148442_at,0.02146975,31.2125,54.4625,1.7,0.6,FBgn0035957,CG5144,---
 148460_at,0.01619333,353.0375,654.95,1.9,0.5,FBgn0035982,CG4461,---
 148467_at,0.02352164,37.35,54.6,1.5,0.7,FBgn0035999,CG3552,---
 148484_at,0.02088049,574.1625,365.9875,0.6,1.6,FBgn0036030,CG6767,---
 148486_at,0.004429168,494.425,330.1375,0.7,1.5,FBgn0045823,vsg,visgun
 148496_at,0.0194769,142.975,198.875,1.4,0.7,FBgn0053205,CG33205,---
 148522_at,0.02454786,23.3625,43.9375,1.9,0.5,FBgn0036085,CG6527,---
 148524_at,0.01295256,58.125,34.15,0.6,1.7,---,---,---
 148529_at,0.0206578,20.8375,14.425,0.7,1.4,FBgn0036094,CG14153,---
 148539_at,0.002017762,552.575,106.5375,0.2,5.2,FBgn0036110,CG18348,---
 148549_at,0.02253083,34.7,75.1625,2.2,0.5,FBgn0036125,CG6279,---
 148550_at,0.02078779,20.525,10.9125,0.5,1.9,FBgn0036126,CG6272,---
 148562_at,0.01198848,22.625,31.3625,1.4,0.7,FBgn0036142,CG7616,---
 148564_at,0.008156491,30.75,18.9625,0.6,1.6,FBgn0036145,CG7607,---
 148582_r_at,0.01526104,20.725,14.525,0.7,1.4,FBgn0036172,Mob1,---
 148589_at,0.03340799,5.7875,13.8125,2.4,0.4,FBgn0036183,CG6083,---
 148597_at,0.01097457,40.9,27.9,0.7,1.5,FBgn0036196,CG11658,---
 148618_at,0.04958511,19.1,26.5625,1.4,0.7,FBgn0036224,CG7257,---
 148624_at,0.000820098,432.625,223.5625,0.5,1.9,FBgn0036232,CG14125,---
 148639_at,0.01387894,312.2125,191.6875,0.6,1.6,FBgn0036262,CG6910,---
 148641_at,0.01505308,237.8625,190.975,0.8,1.2,FBgn0022709,Adk1,Adenylate kinase-1
 148646_at,0.03185587,419.9875,365.6625,0.9,1.1,FBgn0027779,VhaSFD,Vacuolar H<up>+</up>-ATPase SFD subunit
 148648_at,0.003969171,66.625,104.4125,1.6,0.6,FBgn0036272,CG4300,---
 148649_at,0.04028356,14.3125,22.5625,1.6,0.6,FBgn0036273,CG10426,---
 148661_at,0.02195234,38.4,31.825,0.8,1.2,FBgn0036288,CG10660,---
 148662_at,0.006372431,130.425,98.9,0.8,1.3,FBgn0036290,CG10638,---
 148664_at,0.003200294,58.6125,102.2,1.7,0.6,FBgn0027936,vihar,vihar
 148669_at,0.03319786,187.975,270.5875,1.4,0.7,FBgn0016940,snRNP69D,small nuclear ribonucleoprotein at 69D
 148673_at,0.01814021,10.9625,21.575,2.0,0.5,FBgn0036310,CG10969,---
 148678_at,0.0111274,44.1,26.35,0.6,1.7,FBgn0036321,CG14120,---
 148689_at,0.002333102,268.4875,371.2,1.4,0.7,FBgn0036334,CG11267,---
 148713_at,0.001531534,149.1375,78.0375,0.5,1.9,FBgn0036364,CG14109,---
 148725_at,0.008275753,83.7375,59.025,0.7,1.4,FBgn0036381,CG8745,---
 148739_at,0.01828562,117.5875,158.4375,1.3,0.7,---,---,---
 148747_at,0.001114083,730.2875,329.4,0.5,2.2,FBgn0036419,CG13482,---
 148760_at,0.04394083,23.9875,34.75,1.4,0.7,FBgn0036438,CG13477,---
 148768_at,0.0171259,49.125,66.7875,1.4,0.7,FBgn0036450,CG13472,---
 148772_at,0.03390807,19.875,14.25,0.7,1.4,FBgn0040296,Ocho,Ocho
 148775_at,0.0168247,26.825,16.8375,0.6,1.6,FBgn0036461,CG10006,---
 148781_at,0.003705437,238.825,88.475,0.4,2.7,FBgn0036467,CG12310,---
 148796_at,0.01120625,72.075,95.3875,1.3,0.8,FBgn0036488,CG6878,---
 148805_at,0.01357293,40.5,63.1625,1.6,0.6,FBgn0036502,CG7841,---
 148809_at,0.004956511,94.825,67.625,0.7,1.4,FBgn0036509,CG7739,---
 148810_at,0.01563591,48.1875,74.8625,1.6,0.6,FBgn0036510,CG7427,---
 148814_at,0.03556545,50.4125,32.9625,0.7,1.5,FBgn0053209,comm3,---
 148826_at,0.02078779,31.3,50.55,1.6,0.6,FBgn0040230,dbo,diablo
 148843_at,0.01104955,51.075,21.7,0.4,2.4,FBgn0036563,CG13075,---
 148854_at,0.03628785,88.2875,74.775,0.8,1.2,FBgn0036581,Nut2,---
 148877_at,7.55426E-05,69.9125,501.425,7.2,0.1,FBgn0042201,Nplp3,Neuropeptide-like precursor 3
 148888_at,0.024133,90.8,62.7,0.7,1.4,FBgn0036616,CG4893,---
 148902_at,0.0205637,27.7125,20.2875,0.7,1.4,FBgn0036643,Syx8,Syntaxin 8
 148914_at,0.01410898,18.325,38.6375,2.1,0.5,FBgn0036660,CG13025,---
 148915_at,0.009282912,42.0625,67.6875,1.6,0.6,---,---,---
 148950_at,0.001698945,89.5625,70.4875,0.8,1.3,FBgn0042641,frc,fringe connection
 148956_at,0.003910017,64.5625,39.45,0.6,1.6,FBgn0036727,CG7589,---
 148957_at,0.007146277,1503.475,2173.45,1.4,0.7,FBgn0036728,CG7580,---
 148962_at,0.0260057,14.825,12.7,0.9,1.2,FBgn0036735,CG6311,---
 148963_at,0.01428643,1774.8625,2658.1375,1.5,0.7,---,---,---
 148964_at,0.008275753,441.8625,618.3,1.4,0.7,FBgn0036738,CG7542,---
 148965_at,0.01479896,77.6,48.0375,0.6,1.6,FBgn0036740,CG6259,---
 148980_at,0.02117069,569.8625,343.5375,0.6,1.7,FBgn0036766,CG5506,---
 148981_at,0.04055401,224.275,149.1,0.7,1.5,FBgn0036767,CG16775,---
 148984_at,0.009991921,49.9625,65.625,1.3,0.8,FBgn0036770,Prestin,---
 148995_at,0.001220964,17.8875,12.025,0.7,1.5,FBgn0036787,CG4306,---
 149007_at,0.02588834,7.1875,15.25,2.1,0.5,FBgn0036807,CG6893,---
 149025_at,0.01619797,128.3375,71.0375,0.6,1.8,FBgn0036835,CG14075,---
 149053_at,0.03697482,63.2375,42.0375,0.7,1.5,FBgn0036876,CG9451,---
 149063_at,0.004037928,142.8625,87.1375,0.6,1.6,FBgn0036891,CG9372,---
 149076_at,0.004740544,18.4,31.475,1.7,0.6,FBgn0036915,CG7757,---
 149083_at,0.001952991,29.6125,104.3375,3.5,0.3,FBgn0036925,schuy,schumacher-levy
 149085_at,0.03315773,87.5625,103.1125,1.2,0.8,FBgn0036927,CG7433,---
 149094_at,0.003398303,10.2,23.15,2.3,0.4,FBgn0036941,CG7335,---
 149101_at,0.001440397,106.275,18.5625,0.2,5.7,FBgn0036951,CG7017,---
 149123_at,0.02535436,118.2625,101.15,0.9,1.2,FBgn0028978,trbl,tribbles
 149126_at,0.03757355,33.1375,44.175,1.3,0.8,FBgn0029158,Las,Lipoic acid synthase
 149128_at,0.0302553,52.925,37.275,0.7,1.4,FBgn0036993,CG5910,---
 149130_at,0.02702323,26.8875,15.8125,0.6,1.7,FBgn0036995,CG5195,---
 149138_at,0.0108329,92.8375,61.9875,0.7,1.5,FBgn0037011,CG4858,---
 149139_at,0.01396757,20.375,11.1,0.5,1.8,FBgn0037012,CG4786,---
 149144_at,0.02237922,32.7375,44.575,1.4,0.7,FBgn0037018,CG4042,---
 149154_at,0.04614557,20.2625,33.525,1.7,0.6,FBgn0037036,CG10586,---
 149157_at,0.02183784,6.1,19.2375,3.2,0.3,FBgn0037039,CG10587,---
 149169_at,0.01297421,138.075,89.6875,0.6,1.5,FBgn0037065,CG12974,---
 149187_at,0.001088883,733.0625,547.6375,0.7,1.3,FBgn0028663,VhaM9.7-2,---
 149188_at,0.02804821,887.0625,1240.7625,1.4,0.7,FBgn0037097,CG7181,---
 149206_at,0.005102229,118.75,50.8125,0.4,2.3,FBgn0037126,CG14567,---
 149215_at,0.007941864,54.2,37.7875,0.7,1.4,FBgn0037140,CG7442,---
 149222_at,0.02320746,50.15,32.05,0.6,1.6,FBgn0037151,CG7130,---
 149233_at,0.000246495,112.5,58.95,0.5,1.9,FBgn0037166,CG11426,---
 149234_at,0.03209317,105.4,56.6625,0.5,1.9,FBgn0037167,CG11425,---
 149260_s_at,0.02096246,63.6,93.375,1.5,0.7,---,---,---
 149266_at,0.02911609,33.9875,23.6125,0.7,1.4,FBgn0037215,CG12582,---
 149275_at,0.002565274,194.4875,140.7875,0.7,1.4,FBgn0037239,CG11739,---
 149279_at,0.004980043,111.7,162.95,1.5,0.7,FBgn0037249,eIF3-S10,---
 149290_at,0.006040168,695.8875,495.3125,0.7,1.4,FBgn0037270,CG9769,---
 149299_at,0.009512914,24.7125,50.275,2.0,0.5,FBgn0037283,CG14658,---
 149303_at,0.03769419,151.0625,215.85,1.4,0.7,FBgn0037288,CG14661,---
 149305_at,0.01319997,219.7,141.6625,0.6,1.6,FBgn0037290,CG1124,---
 149307_at,0.03866902,58.3,103.425,1.8,0.6,FBgn0037292,CG2022,---
 149311_at,0.02078779,10.425,16.6875,1.6,0.6,FBgn0037297,CG1116,---
 149320_at,0.02620082,18.725,33.7125,1.8,0.6,FBgn0037310,Tim17b1,---
 149341_at,0.01828783,25.6125,19.6,0.8,1.3,FBgn0037347,CG1427,---
 149346_at,0.002565274,12.7625,27.175,2.1,0.5,FBgn0037359,Trap37,---
 149351_at,0.003958159,32.825,51.525,1.6,0.6,FBgn0037376,CG2051,---
 149400_at,0.01825161,12.8625,33.5375,2.6,0.4,FBgn0037441,CG10284,---
 149415_at,0.02475992,22.325,42.9125,1.9,0.5,FBgn0037461,CG15177,---
 149418_at,0.03508775,12.9625,31.1875,2.4,0.4,FBgn0037464,CG1988,---
 149420_at,0.01666557,129.1375,102.525,0.8,1.3,FBgn0037468,CG1943,---
 149427_at,0.03556545,61.25,81.9,1.3,0.7,FBgn0037481,MAGE,---
 149428_at,0.03538546,25.25,35.1125,1.4,0.7,FBgn0037482,CG10055,---
 149431_at,0.01497148,35.3875,22.7875,0.6,1.6,FBgn0037485,CG14606,---
 149434_at,0.002893854,56.6875,84.2,1.5,0.7,FBgn0037488,CG14607,---
 149455_at,0.01384725,9.0625,18.8,2.1,0.5,FBgn0037514,CG10919,---
 149457_at,0.002958497,74.275,51.1375,0.7,1.5,FBgn0037517,CG10086,---
 149459_at,0.03333612,16.275,11.8125,0.7,1.4,FBgn0037520,CG18268,---
 149468_at,0.03476891,45.45,56.9625,1.3,0.8,FBgn0037534,CG2781,---
 149471_at,0.04868851,33.8,48.3,1.4,0.7,FBgn0037543,CG10903,---
 149474_at,0.04505132,42.9,31.1125,0.7,1.4,FBgn0037548,CG7900,---
 149477_at,0.01717099,124.1375,67,0.5,1.9,FBgn0037562,CG11671,---
 149478_at,0.001865413,58.9375,35.475,0.6,1.7,FBgn0037563,CG11672,---
 149489_at,0.0288897,49.3625,72.8625,1.5,0.7,---,---,---
 149491_at,0.04689939,79.7125,59.5625,0.7,1.3,FBgn0037577,CG7443,---
 149494_at,0.03305507,11.1,19.8125,1.8,0.6,FBgn0037581,CG7352,---
 149507_at,0.01164913,73.9625,111.4375,1.5,0.7,FBgn0051450,mRpS18A,mitochondrial ribosomal protein S18A
 149513_at,0.0252502,100.625,82.875,0.8,1.2,FBgn0037603,CG11753,---
 149514_at,0.003282504,129.25,192.5375,1.5,0.7,FBgn0000171,bel,belle
 149528_at,0.01339901,46.3125,22.375,0.5,2.1,FBgn0037635,CG9837,---
 149534_at,0.003576454,28.2125,18.125,0.6,1.6,FBgn0051100,CG31100,---
 149546_at,0.02478831,39.7875,51.8875,1.3,0.8,FBgn0010803,Aats-trp,Tryptophanyl-tRNA synthetase
 149552_s_at,0.00089145,91.0375,53.475,0.6,1.7,FBgn0037683,CG18473,---
 149554_at,0.0153319,2268.375,1807.9,0.8,1.3,FBgn0037686,RpL34b,---
