ProbeSet,FlyBase_ID,CT_ID,CG_ID,Symbol,"Cluster
{Aging_Girardot}","Cluster
{Body parts_Girardot}","Cluster
{Aging_Landis}","Cluster
{Aging_Pletcher}","Cluster
{SOMsexe_Parisi}",<Cs_Hd_40d/Cs_Hd_3d>
147834_at,FBgn0034967,CT10685,CG3186,eIF-5A,8,0,0,0,8,1.32
154663_at,FBgn0032430,CT19930,CG6388,CG6388,0,0,0,4,6,1.32
149487_at,FBgn0037573,CT22971,CG7483,CG7483,8,0,0,0,6,1.32
152046_at,FBgn0022246,CT33141,CG11606,Rpp30,0,0,0,4,7,1.32
143854_at,FBgn0015872,CT25932,CG9023,Drip,0,10,0,0,3,1.32
152365_at,FBgn0028690,CT1623,CG1100,Rpn5,8,0,0,0,0,1.32
154529_at,FBgn0035630,CT29664,CG10576,CG10576,8,0,0,7,8,1.32
150405_at,FBgn0051052,CT15147,CG31052,CG31052,4,0,0,16,1,1.32
141501_at,FBgn0026781,CT42048,CG18495,Prosalpha6,8,0,0,0,0,1.32
AFFX-Dros-ACTIN_M_r_at,FBgn0000043,CT3675,CG12051,Act42A,8,11,0,0,0,1.32
153296_at,FBgn0025885,CT31151,CG11143,Inos,3,0,1,0,7,1.32
145251_at,FBgn0030855,CT17975,CG5800,CG5800,3,0,0,0,8,1.32
146430_at,FBgn0032670,CT18128,CG5783,CG5783,0,0,0,11,7,1.32
147564_at,FBgn0034538,CT32799,CG16799,CG16799,4,12,8,0,7,1.32
148095_at,FBgn0035423,CT2632,CG17737,CG17737,0,8,0,6,0,1.32
143126_at,FBgn0000472,CT10490,CG10798,dm,8,0,0,0,6,1.33
153903_at,FBgn0028691,CT28751,CG10230,Rpn9,8,0,0,0,0,1.33
141701_at,FBgn0033205,CT6708,CG2064,CG2064,8,0,2,0,7,1.33
148135_at,FBgn0035480,CT34834,CG14984,CG14984,0,0,0,13,7,1.33
153394_at,FBgn0036783,CT22569,CG7313,CheA75a,0,0,4,1,9,1.33
143664_at,FBgn0011591,CT29672,CG10580,fng,0,1,0,0,7,1.33
146764_at,FBgn0042136,,CG18813,CG18813,8,0,0,0,-1,1.33
142690_at,FBgn0035371,CT5922,CG9977,CG9977,8,0,0,0,7,1.33
153129_at,FBgn0019938,CT28489,CG10122,RpI1,0,0,0,6,6,1.33
153263_at,FBgn0036548,CT18611,CG5931,CG5931,8,0,0,0,6,1.33
141255_at,FBgn0029174,CT14666,CG4535,FKBP59,0,8,0,0,2,1.33
153681_at,FBgn0026533,CT18411,CG5935,Dek,8,0,0,0,-1,1.33
141823_at,FBgn0039024,CT15195,CG4721,CG4721,0,0,0,9,9,1.33
153777_at,FBgn0037513,CT10186,CG3027,pyd3,0,0,0,13,7,1.33
149914_at,FBgn0038257,CT22723,CG7390,smp-30,4,11,0,0,4,1.33
155131_at,FBgn0037719,CT26728,CG9424,CG9424,3,0,0,0,2,1.33
145178_at,FBgn0030737,CT27918,CG9914,CG9914,0,9,8,0,4,1.33
149586_at,FBgn0037752,CT24837,CG8495,CG8495,3,0,0,0,0,1.33
146915_at,FBgn0033471,CT7750,CG12134,CG12134,0,0,0,7,8,1.34
143912_at,FBgn0020236,CT18257,CG8322,ATPCL,0,8,8,0,1,1.34
146139_at,FBgn0032217,CT15946,CG4972,CG4972,8,0,0,0,8,1.34
151834_at,FBgn0052130,CT30114,CG32130,CG32130,3,6,2,0,0,1.34
153343_at,FBgn0039509,CT11253,CG3350,bigmax,3,0,0,13,6,1.34
154069_at,FBgn0031090,CT17720,CG9575,Rab35,8,0,0,0,0,1.34
151810_at,FBgn0033179,CT31143,CG11139,p47,8,0,0,0,6,1.34
151036_f_at,FBgn0051354,CT18301,CG5834,Hsp70Bbb,0,0,2,0,-1,1.34
141548_at,FBgn0029095,CT13981,CG4276,aru,0,0,0,14,0,1.34
144605_at,FBgn0029885,CT10815,CG3224,CG3224,3,0,0,0,6,1.34
154974_at,FBgn0036389,CT25798,CG9028,CG9028,8,0,0,0,8,1.34
145029_at,FBgn0030518,CT31119,CG11134,CG11134,4,0,0,0,7,1.34
151898_at,FBgn0024889,CT24935,CG8548,Kap-alpha1,8,0,0,0,3,1.34
141634_at,FBgn0015075,CT25986,CG9054,Ddx1,0,0,0,6,6,1.34
149334_at,FBgn0037328,CT6814,CG2099,CG2099,4,0,0,0,0,1.34
142885_at,FBgn0032799,CT28595,CG10166,CG10166,4,0,0,0,0,1.34
142174_at,FBgn0052573,CT14680,CG32573,CG32573,4,0,0,11,0,1.34
150570_at,FBgn0039305,CT33079,CG11858,CG11858,4,0,0,0,6,1.34
150482_at,FBgn0039151,CT32992,CG13607,CG13607,7,0,8,13,9,1.34
153754_at,FBgn0031457,CT10334,CG3077,CG3077,8,0,0,0,6,1.34
143996_at,FBgn0023530,CT12509,CG3740,CG3740,0,0,7,0,6,1.34
142689_at,FBgn0034979,CT32951,CG13569,CG13569,0,0,4,0,3,1.34
141495_at,FBgn0004687,CT10723,CG3201,Mlc-c,8,0,0,0,0,1.34
144712_at,FBgn0041629,CT5190,CG1787,Hexo2,8,0,0,0,7,1.34
153044_at,FBgn0015565,CT9924,CG2913,yin,8,2,0,7,8,1.34
147517_at,FBgn0034471,CT24685,CG8462,Obp56e,8,4,0,0,9,1.34
145637_at,FBgn0031418,CT12127,CG3609,CG3609,0,10,0,10,9,1.34
141536_at,FBgn0010591,CT25696,CG8946,Sply,4,0,0,0,6,1.35
143121_at,FBgn0000427,CT7110,CG2175,dec-1,0,0,0,4,8,1.35
152552_at,FBgn0051085,CT19364,CG31085,CG31085,0,8,8,0,9,1.35
143668_at,FBgn0011638,CT30569,CG10922,La,3,0,1,0,8,1.35
147940_at,FBgn0035162,CT33435,CG13900,CG13900,8,0,0,0,8,1.35
142357_at,FBgn0026090,CT34625,CG14812,CG14812,3,0,0,0,6,1.35
152608_at,FBgn0038972,CT21819,CG7054,CG7054,4,0,0,0,0,1.35
151959_at,FBgn0010620,CT30645,CG10939,Sip1,4,0,0,0,0,1.35
153954_at,FBgn0027865,CT19213,CG6120,Tsp96F,0,5,0,0,6,1.35
154643_at,FBgn0022201,CT33265,CG13777,milt,13,0,0,0,0,1.35
145191_s_at,FBgn0030758,CT27722,CG9819,CanA-14F,0,5,0,0,0,1.35
151819_at,FBgn0038878,CT11093,CG3301,CG3301,0,0,4,0,9,1.35
152094_at,FBgn0036545,CT32298,CG17035,GXIVsPLA2,8,0,0,0,6,1.35
152255_at,FBgn0039464,CT19812,CG6330,CG6330,0,2,0,0,0,1.35
153945_at,FBgn0035252,CT1579,CG7970,CG7970,0,8,8,0,7,1.35
148564_at,FBgn0036145,CT23219,CG7607,CG7607,0,2,0,0,7,1.35
148965_at,FBgn0036740,CT19586,CG6259,CG6259,3,0,0,0,7,1.35
141805_at,FBgn0024754,CT37018,CG8200,Flo,4,0,0,0,7,1.35
147700_at,FBgn0050273,CT32886,CG30273,CG30273,8,0,0,13,-1,1.35
153050_at,FBgn0036910,CT25219,CG8733,Cyp305a1,7,0,0,0,3,1.35
154073_at,FBgn0035524,CT36536,CG11583,CG11583,3,0,0,6,-1,1.35
149755_at,FBgn0038020,CT28271,CG10091,GstD9,8,0,7,11,0,1.35
153312_at,FBgn0034804,CT11723,CG3831,CG3831,0,0,0,6,2,1.35
141842_at,FBgn0010053,CT34976,CG15101,Jheh1,0,0,0,11,4,1.35
154200_at,FBgn0036144,CT19460,CG6207,GlcAT-P,0,5,0,0,6,1.35
144058_at,FBgn0025390,CT34607,CG14796,CG14796,0,0,0,4,6,1.35
152743_at,FBgn0040398,CT34387,CG14629,CG14629,0,0,8,0,4,1.35
147631_at,FBgn0034647,CT35863,CG15678,CG15678,8,0,1,0,7,1.35
146865_at,FBgn0033378,CT25330,CG8781,tsu,8,0,0,0,6,1.36
143311_at,FBgn0003139,CT11529,CG12217,PpV,3,0,0,0,0,1.36
143822_at,FBgn0015576,CT1753,CG1121,alpha-Est8,0,0,8,0,7,1.36
143949_at,FBgn0021765,CT21995,CG7113,scu,0,0,0,10,2,1.36
142692_at,FBgn0014189,CT22389,CG7269,Hel25E,3,0,0,0,8,1.36
153880_at,FBgn0026380,CT32122,CG11981,Prosbeta3,8,0,0,0,0,1.36
145021_at,FBgn0030506,CT9161,CG12176,ligase4,8,0,0,0,6,1.36
154076_at,FBgn0033562,CT20933,CG6751,CG6751,0,0,0,4,6,1.36
141818_at,FBgn0039183,CT20006,CG6413,Dis3,4,0,0,0,6,1.36
154599_at,FBgn0035213,CT7250,CG2199,CG2199,8,0,0,0,6,1.36
144017_at,FBgn0024352,CT9251,CG2720,Hop,8,0,0,0,8,1.36
153811_at,FBgn0022238,CT18040,CG5738,lolal,4,0,0,0,2,1.36
143225_at,FBgn0002183,CT5562,CG1828,dre4,8,0,0,0,8,1.36
145405_at,FBgn0031080,CT35310,CG12655,CG12655,4,0,0,0,7,1.36
153483_at,FBgn0037434,CT2462,CG1249,CG1249,4,0,0,0,2,1.36
151859_at,FBgn0043070,CT35852,CG15669,MESK2,0,2,0,0,0,1.36
153314_at,FBgn0040227,CT28571,CG10161,eIF-3p66,8,0,0,0,8,1.36
141326_at,FBgn0027932,CT32734,CG13388,Akap200,3,0,0,0,0,1.36
145197_at,FBgn0030765,CT27532,CG9742,CG9742,8,0,0,0,7,1.36
144890_at,FBgn0030322,CT35157,CG15220,CG15220,3,0,0,0,6,1.36
151470_s_at,FBgn0036365,,CG10732,CG10732,8,0,0,0,0,1.36
145202_at,FBgn0030775,CT27356,CG9673,CG9673,8,11,5,0,9,1.37
153538_at,FBgn0033717,CT25412,CG8839,CG8839,0,0,0,13,4,1.37
151302_at,FBgn0040828,CT32601,CG13306,CG13306,3,0,0,0,7,1.37
147592_at,FBgn0034570,CT29580,CG10543,CG10543,8,0,0,0,0,1.37
154740_at,FBgn0051792,,CG31792,CG31792,0,2,0,0,6,1.37
153190_at,FBgn0030753,CT14402,CG4420,CG4420,8,0,0,0,2,1.37
153364_at,FBgn0031845,CT26366,CG9232,CG9232,0,0,0,11,4,1.37
152950_at,FBgn0029769,CT10882,CG3239,CG3239,4,0,0,11,0,1.37
143689_at,FBgn0011766,CT19878,CG6376,E2f,3,0,0,0,0,1.37
153976_at,FBgn0014001,CT28905,CG10295,Pak,8,0,0,0,2,1.37
145683_at,FBgn0031485,CT27264,CG9643,CG9643,4,0,0,0,2,1.37
147775_at,FBgn0034860,CT42639,CG9812,CG9812,0,0,0,13,9,1.37
152079_at,FBgn0034412,CT34980,CG15105,CG15105,0,5,0,13,7,1.37
153311_at,FBgn0001220,CT24931,CG8542,Hsc70-5,8,0,0,0,0,1.37
153935_at,FBgn0034277,CT19896,CG6370,CG6370,8,0,0,0,0,1.37
147826_at,FBgn0040499,CT40324,CG30171,CG30171,7,0,0,1,-1,1.37
141563_at,FBgn0034628,CT27436,CG9707,Acox57D-p,4,0,0,0,9,1.37
147687_at,FBgn0034744,CT13482,CG4071,CG4071,8,0,0,0,6,1.37
142235_at,FBgn0021895,CT41935,CG18426,ytr,8,0,0,0,8,1.37
150028_at,FBgn0038446,CT34727,CG14903,CG14903,8,0,0,0,6,1.37
143276_at,FBgn0002868,CT26820,CG9470,MtnA,3,0,7,0,4,1.38
141206_at,FBgn0025725,CT6199,CG7961,alphaCop,8,0,0,0,6,1.38
142262_at,FBgn0033448,CT4308,CG1623,CG1623,4,0,0,0,9,1.38
146305_at,FBgn0020367,CT12570,CG3762,Vha68-2,0,10,8,0,0,1.38
143730_at,FBgn0013969,CT17476,CG5519,Gbp,8,0,0,0,0,1.38
154321_at,FBgn0015222,CT6417,CG2216,Fer1HCH,8,0,7,9,0,1.38
143678_at,FBgn0011695,CT31804,CG11390,PebIII,8,0,0,9,4,1.38
148907_at,FBgn0040512,CT13124,CG3948,zetaCOP,8,0,0,0,0,1.38
150683_at,FBgn0039453,CT19996,CG6403,CG6403,0,0,1,0,7,1.38
142705_at,FBgn0002284,CT13566,CG4097,Pros26,8,11,0,0,0,1.38
154451_at,FBgn0030504,CT9099,CG2691,CG2691,8,0,0,0,6,1.38
152158_at,FBgn0038877,CT11109,CG3308,CG3308,0,1,0,0,4,1.38
149687_at,FBgn0037899,CT21003,CG6764,CG6764,3,0,7,0,0,1.38
149187_at,FBgn0028663,CT23265,CG7625,VhaM9.7-2,8,0,0,0,0,1.38
147791_at,FBgn0034881,CT29024,CG10332,CG10332,8,0,0,0,3,1.38
141200_at,FBgn0026582,CT26718,CG9418,CG9418,3,0,0,10,6,1.38
153110_at,FBgn0025582,CT27364,CG9677,Int6,3,0,0,0,0,1.38
149039_at,FBgn0036862,CT27212,CG9619,CG9619,0,6,0,0,9,1.39
141688_at,FBgn0001257,CT34862,CG15009,ImpL2,4,0,7,0,1,1.39
148446_at,FBgn0023479,,CG4821,Tequila,8,5,0,0,0,1.39
154111_at,FBgn0028692,CT4994,CG11888,Rpn2,8,0,0,0,2,1.39
144072_at,FBgn0025621,CT32688,CG16989,CG16989,8,0,0,0,6,1.39
153236_at,FBgn0011768,CT20508,CG6598,Fdh,4,0,0,0,2,1.39
146014_at,FBgn0032002,CT24599,CG8353,CG8353,3,0,1,13,7,1.39
142804_at,FBgn0040286,CT37788,CG5442,SC35,0,0,0,6,2,1.39
150140_at,FBgn0051122,CT33938,CG31122,CG31122,0,5,0,0,0,1.39
154056_at,FBgn0003279,CT17442,CG5502,RpL1,3,0,0,0,0,1.39
150927_at,FBgn0039821,CT35672,CG15556,CG15556,0,0,0,13,7,1.39
143663_at,FBgn0011584,CT42009,CG4758,Trp1,8,0,0,0,0,1.39
149340_at,FBgn0037345,CT9866,CG2948,CG2948,3,0,0,0,7,1.39
141759_at,FBgn0003969,CT26308,CG9209,vap,8,2,0,0,6,1.40
153865_at,FBgn0034685,CT19902,CG6393,CG6393,8,8,0,0,3,1.40
153052_at,FBgn0039296,CT29244,CG10420,CG10420,8,2,7,0,6,1.40
143636_at,FBgn0011202,CT4728,CG1768,dia,3,0,0,0,7,1.40
149618_at,FBgn0002478,CT13136,CG3953,l(3)IX-14,0,0,8,0,0,1.40
141437_at,FBgn0036975,CT36925,CG5618,CG5618,7,0,5,0,9,1.40
149679_at,FBgn0037883,CT34487,CG14701,CG14701,0,0,2,0,6,1.40
143101_at,FBgn0000286,CT35776,CG11924,Cf2,3,0,0,0,0,1.40
153303_at,FBgn0010405,CT16781,CG5266,Pros25,8,0,0,0,7,1.40
152140_at,FBgn0032935,CT2954,CG8678,CG8678,8,0,0,0,7,1.40
143205_at,FBgn0001280,CT6445,CG7933,janA,8,0,0,0,0,1.40
144853_at,FBgn0030272,CT35128,CG15201,CG15201,4,3,8,0,7,1.40
142508_at,FBgn0034802,CT12687,CG3800,CG3800,8,0,0,0,2,1.40
146711_at,FBgn0033129,CT31976,CG12844,Tsp42Eh,0,0,1,0,7,1.40
150496_at,FBgn0039172,CT17914,CG5677,CG5677,0,8,0,0,0,1.40
153822_at,FBgn0035397,CT31722,CG11486,CG11486,4,0,0,0,2,1.40
154251_at,FBgn0028388,CT16203,CG5061,capt,3,0,0,0,2,1.41
152819_at,FBgn0038733,CT31802,CG11407,CG11407,0,0,8,0,9,1.41
142515_at,FBgn0020439,CT41978,CG6544,fau,0,0,1,0,6,1.41
153183_at,FBgn0010590,CT18263,CG8392,l(2)05070,8,0,0,0,2,1.41
141791_at,FBgn0010379,CT38917,CG4006,Akt1,8,0,0,0,0,1.41
152405_at,FBgn0027542,CT31563,CG6014,CG6014,3,0,0,0,1,1.41
148548_at,FBgn0010741,CT19735,CG6302,l(3)01239,8,0,0,0,2,1.41
148695_at,FBgn0036342,CT31481,CG11279,CG11279,3,0,0,0,7,1.41
145121_at,FBgn0030641,CT19688,CG6299,CG6299,8,0,0,0,7,1.41
154760_at,FBgn0035589,CT14918,CG4618,CG4618,3,0,7,0,1,1.41
152298_at,FBgn0041191,CT1473,CG1081,Rheb,8,0,0,0,2,1.41
147248_at,FBgn0034018,CT32150,CG12958,CG12958,7,6,0,0,0,1.41
146099_at,FBgn0032139,CT32353,CG13116,CG13116,0,0,0,11,7,1.41
143739_at,FBgn0014002,CT21638,CG6988,Pdi,3,0,0,0,0,1.41
153817_at,FBgn0003514,CT12087,CG3595,sqh,3,0,1,11,0,1.41
146463_at,FBgn0032732,CT35077,CG15168,CG15168,3,0,0,0,2,1.41
146653_at,FBgn0022288,CT37536,CG12792,Rtnl2,0,0,0,6,6,1.41
143734_at,FBgn0013984,CT19952,CG18402,InR,8,0,0,0,6,1.41
147059_s_at,FBgn0033689,CT41669,CG18342,CG18342,8,0,0,11,-1,1.41
146013_at,FBgn0032001,CT24605,CG8360,CG8360,8,0,0,0,9,1.41
141703_at,FBgn0032076,CT26892,CG9510,CG9510,0,8,0,9,-1,1.41
153636_at,FBgn0027049,CT23608,CG7769,DDB1,3,0,0,0,6,1.41
146009_at,FBgn0031992,CT24843,CG8498,CG8498,4,0,0,0,6,1.41
150080_at,FBgn0038516,CT18319,CG5840,CG5840,4,0,0,0,7,1.42
141567_at,FBgn0028894,CT18407,CG5869,CG5869,8,0,0,0,6,1.42
154916_at,FBgn0034431,CT22745,CG7417,CG7417,0,0,1,0,0,1.42
144244_at,FBgn0028685,CT11623,CG3455,Rpt4,8,0,0,0,1,1.42
146218_at,FBgn0032329,CT19316,CG16840,CG16840,0,0,0,4,6,1.42
154039_at,FBgn0031105,CT36795,CG11738,CG11738,8,0,0,0,8,1.42
151570_at,FBgn0051248,CT8161,CG31248,CG31248,0,2,0,0,-1,1.42
149321_at,FBgn0037312,CT1038,CG11999,CG11999,3,0,0,0,1,1.42
141440_at,FBgn0000153,CT23730,CG7811,b,14,6,4,0,4,1.42
146325_at,FBgn0032497,CT18935,CG6043,CG6043,0,6,1,13,4,1.42
143685_at,FBgn0011742,CT27796,CG9901,Arp14D,8,0,0,0,2,1.42
153610_at,FBgn0014906,CT11757,CG3488,CG3488,0,2,0,0,0,1.42
145395_at,FBgn0031069,CT35767,CG12703,CG12703,0,0,0,9,9,1.42
151480_at,FBgn0040322,CT13694,CG4144,GNBP2,4,0,0,0,-1,1.42
150712_at,FBgn0039486,CT19053,CG6074,CG6074,0,6,8,0,7,1.42
142736_s_at,FBgn0010611,CT37345,CG4311,Hmgs,4,0,0,0,4,1.42
150394_at,FBgn0039008,CT21595,CG6972,CG6972,3,6,1,13,0,1.42
144599_at,FBgn0029875,CT13109,CG3950,CG3950,0,0,0,11,9,1.42
152799_at,FBgn0025335,CT14858,CG4585,CG4585,8,0,0,0,6,1.42
148056_at,FBgn0035358,CT34793,CG14949,CG14949,0,9,0,0,7,1.42
153782_at,FBgn0035978,CT14147,CG4347,CG4347,0,0,8,0,4,1.42
152147_at,FBgn0032162,CT14764,CG4592,CG4592,0,8,0,0,9,1.42
151703_at,FBgn0031057,CT33839,CG14224,CG14224,3,0,0,0,6,1.42
151533_at,FBgn0051148,CT28913,CG31148,CG31148,8,12,5,0,-1,1.42
153805_at,FBgn0038601,CT42543,CG18600,CG18600,0,0,0,6,6,1.42
153743_at,FBgn0037478,CT8198,CG2656,CG2656,3,0,0,12,6,1.43
144716_at,FBgn0030067,CT5120,CG10648,CG10648,0,0,0,7,0,1.43
153757_at,FBgn0039163,CT17474,CG5515,CG5515,8,0,0,0,8,1.43
141450_at,FBgn0024289,CT6209,CG1982,Sodh-1,7,0,8,0,7,1.43
154332_at,FBgn0039541,CT32020,CG12876,CG12876,3,0,2,11,0,1.43
152059_at,FBgn0027580,CT3885,CG1516,CG1516,0,0,0,11,4,1.43
143314_at,FBgn0003151,CT15762,CG4904,Pros35,8,0,0,0,2,1.43
152603_at,FBgn0030731,CT11487,CG3415,CG3415,0,0,0,13,4,1.43
149982_at,FBgn0051150,CT27162,CG31150,CG31150,4,0,0,0,7,1.43
142678_at,FBgn0001104,CT28317,CG10060,G-ialpha65A,3,0,0,0,8,1.43
150476_at,FBgn0051184,CT18597,CG31184,CG31184,4,0,0,0,-1,1.43
148653_at,FBgn0036277,CT29240,CG10418,CG10418,8,0,0,0,1,1.43
143046_at,FBgn0033913,CT24721,CG8468,CG8468,8,0,0,13,9,1.43
153384_at,FBgn0031695,CT33590,CG14031,Cyp4ac3,0,0,0,13,7,1.43
154742_at,FBgn0011744,CT23123,CG7558,Arp66B,3,0,1,0,0,1.43
142531_at,FBgn0004926,CT13682,CG4153,eIF-2beta,8,0,7,0,0,1.43
143374_at,FBgn0003676,CT17016,CG5374,T-cp1,3,0,0,0,2,1.43
145119_at,FBgn0030638,CT35820,CG11655,CG11655,4,0,0,0,6,1.43
148887_at,FBgn0036615,CT15840,CG4933,CG4933,4,0,0,0,6,1.43
154565_at,FBgn0037293,CT1465,CG12007,CG12007,3,0,0,11,6,1.43
143547_at,FBgn0005585,CT26738,CG9429,Crc,8,0,0,0,0,1.43
154672_at,FBgn0025615,CT10180,CG3024,torp4a,4,0,0,0,2,1.43
146282_at,FBgn0032422,CT20347,CG6579,CG6579,0,0,0,13,1,1.43
142893_at,FBgn0053113,CT41314,CG33113,Rtnl1,0,0,0,13,0,1.44
143784_at,FBgn0015221,CT3604,CG1469,Fer2LCH,8,0,7,0,0,1.44
154081_at,FBgn0002780,CT6639,CG2050,mod,8,0,0,0,2,1.44
150567_at,FBgn0039300,CT29278,CG10423,CG10423,3,0,0,0,0,1.44
154957_at,FBgn0035947,CT16245,CG5064,CG5064,8,0,0,0,2,1.44
151310_at,FBgn0040837,CT15089,CG8620,CG8620,8,0,1,0,7,1.44
153921_at,FBgn0041205,CT31985,CG16910,key,3,0,0,9,6,1.44
153786_at,FBgn0036433,CT39182,CG9628,CG9628,0,0,0,13,4,1.44
154968_at,FBgn0032246,CT16529,CG5168,CG5168,3,0,0,0,6,1.44
150001_at,FBgn0024491,CT18955,CG6046,Bin1,8,0,0,0,8,1.44
141806_at,FBgn0052158,CT14668,CG32158,CG32158,3,0,1,0,7,1.44
154115_at,FBgn0032393,CT16723,CG12264,CG12264,3,0,7,11,3,1.44
151799_at,FBgn0026252,CT23948,CG7935,msk,8,0,0,7,2,1.44
147436_at,FBgn0034337,CT38741,CG17524,CG17524,0,9,0,0,4,1.44
152220_at,FBgn0034517,CT40491,CG18066,CG18066,4,0,0,0,7,1.44
152984_at,FBgn0036489,CT21686,CG7011,CG7011,3,8,0,0,6,1.44
154424_at,FBgn0028469,CT24172,CG8062,CG8062,8,0,0,0,6,1.44
144001_at,FBgn0023541,CT11900,CG3540,Cyp4d14,0,11,5,0,9,1.44
146694_at,FBgn0033105,CT11605,CG3450,CG3450,8,0,0,0,7,1.44
153795_at,FBgn0027338,CT26681,CG9423,Kap-alpha3,8,0,0,0,6,1.44
150304_at,FBgn0038869,CT11241,CG3353,CG3353,8,0,0,6,6,1.44
153188_at,FBgn0026567,CT7848,CG2358,CG2358,0,8,0,0,6,1.44
150287_at,FBgn0038842,CT17794,CG5630,CG5630,3,6,0,0,4,1.45
143588_at,FBgn0010228,CT39926,CG17921,HmgZ,0,3,0,0,0,1.45
154374_at,FBgn0035631,CT17420,CG5495,Txl,3,0,0,0,2,1.45
145101_at,FBgn0030611,CT34889,CG15027,CG15027,0,0,0,4,6,1.45
148550_at,FBgn0036126,CT19628,CG6272,CG6272,0,0,7,11,7,1.45
153933_at,FBgn0039115,CT28723,CG10214,CG10214,8,0,0,0,6,1.45
142232_at,FBgn0005322,CT17122,CG5395,nmd,8,0,0,0,6,1.45
143000_at,FBgn0032444,CT17430,CG5525,CG5525,8,0,0,0,2,1.45
153160_at,FBgn0033741,CT24929,CG8545,CG8545,8,0,0,0,8,1.45
141959_at,FBgn0030703,CT26026,CG9066,CG9066,4,0,0,0,4,1.45
143007_at,FBgn0001961,CT25802,CG8978,Sop2,8,0,0,0,5,1.45
149005_at,FBgn0040323,CT21350,CG6895,GNBP1,0,0,0,11,7,1.45
154996_at,FBgn0005674,CT17114,CG5394,Aats-glupro,8,0,0,0,8,1.45
148781_at,FBgn0036467,CT20903,CG12310,CG12310,3,0,7,0,7,1.45
152100_at,FBgn0028490,CT20317,CG31705,CG31705,0,2,0,11,0,1.45
154969_at,FBgn0037644,CT32129,CG11964,CG11964,8,0,0,0,6,1.45
152177_at,FBgn0027565,CT17410,CG5498,CG5498,8,0,0,0,8,1.45
153330_at,FBgn0038964,CT33363,CG13849,Nop56,8,0,0,7,8,1.45
148051_at,FBgn0010909,CT37669,CG16973,msn,8,0,0,0,6,1.45
155136_at,FBgn0037371,CT6828,CG2097,CG2097,8,0,0,0,6,1.45
143715_at,FBgn0013749,CT30867,CG11027,Arf102F,8,0,0,0,1,1.45
151208_at,FBgn0040733,CT34939,CG15068,CG15068,8,0,0,13,7,1.45
155149_at,FBgn0025140,CT19846,CG6375,pit,0,0,0,6,8,1.45
141224_at,FBgn0037182,CT20588,CG6838,CG6838,8,0,0,0,6,1.45
141544_at,FBgn0032006,CT24332,CG8222,Pvr,8,0,0,0,7,1.46
148544_at,FBgn0036115,CT19802,CG6327,CG6327,0,5,0,0,0,1.46
149303_at,FBgn0037288,CT34439,CG14661,CG14661,14,8,8,2,4,1.46
149836_at,FBgn0038142,CT34018,CG14379,CheA87a,0,9,0,5,7,1.46
141661_at,FBgn0010278,CT15471,CG4817,Ssrp,8,0,1,0,0,1.46
153695_at,FBgn0030878,CT21013,CG6769,CG6769,3,0,0,0,6,1.46
153579_at,FBgn0011703,CT17066,CG5371,RnrL,8,0,1,0,8,1.46
152547_at,FBgn0033385,CT8052,CG8055,CG8055,8,0,0,11,9,1.46
141801_at,FBgn0031449,CT27862,CG9892,CG9892,4,0,0,0,-1,1.46
147674_at,FBgn0034726,CT31535,CG11301,Mes4,8,0,0,0,6,1.46
146461_at,FBgn0032726,CT29750,CG10621,CG10621,0,0,1,10,4,1.46
154389_at,FBgn0031233,CT33149,CG11490,CG11490,8,0,0,0,6,1.46
143735_at,FBgn0013987,CT10332,CG3086,MAPk-Ak2,8,0,0,0,0,1.46
152129_at,FBgn0027569,CT22237,CG7207,CG7207,3,0,0,9,7,1.46
141726_at,FBgn0013746,CT27026,CG9556,alien,8,0,0,0,6,1.46
143845_at,FBgn0015797,CT20524,CG6601,Rab6,0,0,0,9,0,1.47
144648_at,FBgn0029948,CT34896,CG15033,CheA7a,0,9,0,0,7,1.47
144336_at,FBgn0028968,CT3915,CG1528,gammaCop,3,0,0,0,6,1.47
143722_at,FBgn0013767,CT11089,CG3302,Crz,0,2,0,11,7,1.47
151803_at,FBgn0014009,CT9197,CG3269,Rab2,4,0,0,0,9,1.47
153990_at,FBgn0010226,CT25660,CG8938,GstS1,0,0,4,0,0,1.47
141444_at,FBgn0030357,CT8171,CG2471,CG2471,8,0,0,0,9,1.47
146757_at,FBgn0033204,CT6698,CG2065,CG2065,0,0,7,0,7,1.47
152070_at,FBgn0030521,CT30795,CG10992,CG10992,8,0,0,11,0,1.47
144088_at,FBgn0025682,CT1311,CG9148,scf,3,0,0,0,9,1.47
155056_at,FBgn0023174,CT10524,CG3329,Prosbeta2,8,0,0,0,0,1.47
155156_at,FBgn0032925,CT5282,CG9246,CG9246,0,0,0,7,8,1.47
154826_at,FBgn0032940,CT3483,CG18362,Mio,8,0,0,0,9,1.47
150915_at,FBgn0039807,CT35662,CG15546,CG15546,0,5,0,11,0,1.47
142756_at,FBgn0030263,CT6605,CG2076,CG2076,3,5,2,11,7,1.47
151814_at,FBgn0035714,CT24937,CG8549,CG8549,8,0,0,0,3,1.47
152974_at,FBgn0000024,CT39884,CG17907,Ace,0,1,0,0,0,1.47
144364_at,FBgn0014903,CT34388,CG14630,CG14630,3,0,0,0,7,1.48
152155_at,FBgn0032899,CT5240,CG9338,CG9338,4,0,1,13,7,1.48
152035_at,FBgn0032704,CT29136,CG10373,CG10373,3,0,0,0,6,1.48
