FlyBase ID,Chromosome,Gene Category,Gene Symbol,P-Value Population,"FDR
Population","P-Value
Age","FDR
Age","P-Value
Pop×Age","FDR
Pop×Age","P-Value
Line(Pop)","FDR
Line(Pop)","B
Mean","O
Mean","Week 1
Mean","Week 5
Mean","B Week 1
Mean","B Week 5
Mean","O Week 1
Mean","O Week 5
Mean",SNP From Divergence,"Minimum P-Value
From Divergence"
FBgn0266749,3R,ncRNA,CR45222,5.50E-01,7.54E-01,2.37E-01,3.09E-01,1.84E-01,3.37E-01,5.34E-03,1.83E-02,0.64,0.32,0.64,0.31,0.99,0.29,0.29,0.34,,
FBgn0266750,3R,ncRNA,CR45223,5.24E-02,2.13E-01,9.39E-02,1.37E-01,6.30E-01,7.66E-01,2.03E-01,2.99E-01,57.61,47.97,49.79,55.79,53.76,61.45,45.81,50.13,,
FBgn0266751,3R,ncRNA,CR45224,8.20E-01,9.17E-01,7.57E-02,1.13E-01,1.35E-01,2.67E-01,3.85E-03,1.43E-02,8.79,8.25,9.59,7.44,10.76,6.81,8.43,8.07,,
FBgn0266752,3R,ncRNA,CR45225,1.46E-01,3.72E-01,6.06E-01,6.73E-01,4.52E-01,6.19E-01,1.26E-02,3.53E-02,6.12,4.3,5.38,5.04,6.54,5.71,4.22,4.38,,
FBgn0266753,3R,ncRNA,CR45226,7.74E-02,2.64E-01,2.78E-01,3.52E-01,2.31E-01,3.95E-01,9.88E-06,1.24E-04,19.92,33.59,28.05,25.46,22.64,17.2,33.45,33.72,,
FBgn0266756,3R,protein_coding,btsz,3.53E-02,1.71E-01,1.89E-06,6.57E-06,2.06E-02,6.30E-02,2.91E-03,1.16E-02,"2,261.49","2,047.22",2027.40,2281.30,"2,186.55","2,336.42","1,868.25","2,226.19",3R:10648737,0.000936169
FBgn0266757,3L,protein_coding,mfr,1.57E-01,3.86E-01,1.23E-05,3.69E-05,3.74E-04,2.60E-03,4.71E-03,1.67E-02,134.21,115.57,141.35,108.43,163.23,105.19,119.46,111.67,,
FBgn0266758,3R,protein_coding,Esyt2,3.91E-02,1.81E-01,5.65E-11,5.06E-10,6.80E-05,7.10E-04,4.20E-06,6.32E-05,"1,072.61",922.37,894.36,1100.62,922.45,"1,222.77",866.28,978.46,,
FBgn0266763,2R,ncRNA,CR45228,3.33E-01,5.83E-01,6.01E-01,6.69E-01,3.69E-02,9.98E-02,2.02E-01,2.98E-01,2.78,2.16,2.60,2.34,3.45,2.11,1.75,2.57,,
FBgn0266764,2R,ncRNA,CR45229,1.85E-01,4.24E-01,2.84E-06,9.53E-06,3.23E-02,9.00E-02,1.21E-02,3.40E-02,41.03,49.58,55.06,35.56,54.54,27.51,55.57,43.6,,
FBgn0266766,2R,ncRNA,CR45231,8.46E-01,9.29E-01,1.10E-07,4.79E-07,4.51E-06,9.77E-05,3.92E-07,9.13E-06,190,197.18,230.49,156.69,256.48,123.51,204.49,189.87,,
FBgn0266767,2R,ncRNA,CR45232,1.38E-01,3.61E-01,8.36E-03,1.54E-02,1.23E-01,2.49E-01,8.12E-01,8.46E-01,2.83,1.89,1.27,3.45,1.12,4.54,1.41,2.37,2R:12187759,0.000175109
FBgn0266768,3L,ncRNA,CR45233,8.72E-01,9.42E-01,1.54E-01,2.12E-01,5.89E-01,7.36E-01,2.20E-01,3.18E-01,4.71,4.84,5.26,4.29,5.01,4.41,5.51,4.18,,
FBgn0266769,3L,ncRNA,CR45234,5.75E-01,7.70E-01,8.94E-04,1.96E-03,3.07E-02,8.66E-02,9.72E-02,1.70E-01,40.51,42.81,46.93,36.38,49.02,32,44.85,40.76,,
FBgn0266771,3L,ncRNA,CR45236,3.60E-01,6.03E-01,1.55E-02,2.69E-02,7.79E-02,1.78E-01,1.77E-04,1.28E-03,8.8,6.38,8.90,6.27,11.05,6.54,6.76,6,,
FBgn0266772,3L,ncRNA,CR45237,8.28E-01,9.21E-01,4.85E-07,1.88E-06,3.55E-03,1.55E-02,2.66E-04,1.77E-03,14.05,13.31,18.21,9.16,20.8,7.31,15.62,11,,
FBgn0266773,3L,ncRNA,CR45238,9.78E-02,2.98E-01,2.98E-03,5.99E-03,2.09E-02,6.36E-02,4.62E-01,5.53E-01,13.28,10.35,14.36,9.27,17.74,8.82,10.98,9.73,,
FBgn0266774,3L,ncRNA,CR45239,8.78E-02,2.82E-01,2.76E-01,3.51E-01,1.76E-01,3.25E-01,9.63E-01,9.70E-01,0.8,0.41,0.39,0.81,0.33,1.27,0.46,0.35,,
FBgn0266775,3L,ncRNA,CR45240,2.29E-01,4.78E-01,9.33E-03,1.70E-02,4.87E-01,6.50E-01,3.20E-01,4.22E-01,1.23,0.62,0.33,1.52,0.49,1.97,0.18,1.06,,
FBgn0266776,3L,ncRNA,CR45241,4.29E-01,6.62E-01,4.73E-01,5.48E-01,9.24E-04,5.27E-03,2.61E-04,1.75E-03,1.96,2.71,2.20,2.48,1.11,2.8,3.28,2.15,,
FBgn0266777,3L,ncRNA,CR45242,9.37E-01,9.72E-01,5.24E-02,8.14E-02,8.41E-01,9.10E-01,3.27E-01,4.29E-01,1.64,1.68,2.08,1.24,2.02,1.27,2.14,1.22,,
FBgn0266778,3L,ncRNA,CR45243,3.33E-01,5.83E-01,5.65E-01,6.36E-01,6.25E-01,7.63E-01,9.20E-02,1.63E-01,3.09,4.17,3.85,3.41,3.49,2.69,4.2,4.14,,
FBgn0266779,3L,ncRNA,CR45244,5.15E-01,7.28E-01,9.88E-01,9.91E-01,4.00E-01,5.72E-01,2.65E-01,3.65E-01,7.26,6.4,6.82,6.84,6.79,7.73,6.86,5.95,3L:10321269,0.000902755
FBgn0266780,3L,ncRNA,CR45245,1.73E-01,4.08E-01,1.29E-01,1.81E-01,4.42E-01,6.11E-01,2.54E-02,6.03E-02,12.36,16.07,15.40,13.03,14.14,10.59,16.66,15.47,,
FBgn0266781,3L,ncRNA,CR45246,4.07E-01,6.45E-01,6.97E-02,1.05E-01,7.44E-01,8.45E-01,3.19E-06,5.07E-05,20.79,15.89,20.06,16.62,22.21,19.37,17.91,13.87,,
FBgn0266782,3L,ncRNA,CR45247,4.05E-01,6.43E-01,4.28E-01,5.04E-01,5.19E-01,6.78E-01,5.38E-01,6.20E-01,0.22,0.11,0.22,0.12,0.32,0.13,0.12,0.1,,
FBgn0266783,3L,ncRNA,CR45248,6.77E-01,8.37E-01,3.14E-02,5.14E-02,9.80E-01,9.89E-01,5.28E-08,1.71E-06,11.3,9.18,11.72,8.77,12.76,9.84,10.68,7.69,,
FBgn0266784,3L,ncRNA,CR45249,6.51E-01,8.20E-01,4.54E-02,7.16E-02,8.77E-01,9.32E-01,2.67E-02,6.27E-02,6.09,5.37,6.71,4.75,7.14,5.04,6.28,4.47,,
FBgn0266785,3L,ncRNA,CR45250,9.44E-03,8.55E-02,1.72E-08,8.73E-08,6.91E-01,8.10E-01,3.37E-07,8.08E-06,33.57,102.97,91.40,45.13,57.89,9.24,124.91,81.02,,
FBgn0266786,3L,ncRNA,CR45251,5.83E-01,7.76E-01,2.84E-02,4.69E-02,3.17E-02,8.89E-02,2.76E-02,6.43E-02,10.39,11.61,9.48,12.52,7.39,13.39,11.57,11.64,,
FBgn0266787,2R,ncRNA,CR45252,2.25E-03,4.14E-02,3.19E-05,8.98E-05,2.52E-03,1.18E-02,6.96E-01,7.51E-01,16.79,12.59,17.52,11.86,21.51,12.06,13.52,11.66,,
FBgn0266788,3L,ncRNA,CR45253,7.70E-01,8.91E-01,1.78E-09,1.11E-08,2.88E-05,3.73E-04,1.20E-01,2.00E-01,64.51,63.16,78.34,49.32,87.31,41.7,69.38,56.94,,
FBgn0266789,3L,ncRNA,CR45254,8.06E-02,2.70E-01,1.96E-13,3.67E-12,6.70E-08,4.17E-06,1.31E-02,3.65E-02,36.48,28.31,47.65,17.14,60.22,12.75,35.09,21.53,,
FBgn0266790,3L,ncRNA,CR45255,1.64E-01,3.96E-01,2.77E-06,9.32E-06,6.39E-03,2.48E-02,8.93E-02,1.59E-01,9.41,7.31,11.22,5.50,13.71,5.11,8.73,5.89,,
FBgn0266791,2R,ncRNA,CR45256,1.92E-01,4.33E-01,2.19E-01,2.88E-01,1.89E-02,5.88E-02,2.51E-03,1.03E-02,17.15,13.3,16.06,14.38,19.66,14.64,12.47,14.12,,
FBgn0266795,2L,ncRNA,CR45257,6.76E-01,8.37E-01,9.40E-01,9.52E-01,5.03E-01,6.64E-01,5.82E-01,6.58E-01,4.87,5.25,5.03,5.10,5.16,4.58,4.89,5.62,,
FBgn0266796,2L,ncRNA,CR45258,6.35E-01,8.10E-01,2.95E-01,3.71E-01,3.18E-01,4.93E-01,3.07E-01,4.09E-01,0.15,0.22,0.11,0.26,0,0.29,0.22,0.23,,
FBgn0266797,2L,ncRNA,CR45259,3.84E-01,6.24E-01,9.75E-01,9.81E-01,5.94E-01,7.38E-01,1.70E-07,4.51E-06,1.77,4.34,3.04,3.07,1.97,1.58,4.11,4.56,,
FBgn0266798,2L,ncRNA,CR45260,6.66E-01,8.30E-01,4.08E-02,6.50E-02,2.07E-01,3.64E-01,7.92E-01,8.30E-01,9.99,9.51,11.29,8.22,12.45,7.54,10.12,8.9,,
FBgn0266799,2L,ncRNA,CR45261,6.86E-02,2.47E-01,1.30E-01,1.82E-01,5.21E-01,6.79E-01,6.88E-01,7.46E-01,0.29,0.72,0.70,0.32,0.4,0.18,0.99,0.45,,
FBgn0266800,2L,ncRNA,CR45262,7.08E-01,8.55E-01,1.06E-04,2.74E-04,7.75E-01,8.68E-01,9.59E-03,2.85E-02,49.75,47.69,42.08,55.36,42.69,56.81,41.48,53.9,,
FBgn0266801,3R,protein_coding,CG45263,3.32E-02,1.66E-01,1.34E-04,3.41E-04,7.22E-04,4.33E-03,1.55E-01,2.43E-01,543.96,454.97,559.07,439.86,654.75,433.17,463.39,446.55,3R:4192496,0.000709752
FBgn0266802,2R,ncRNA,CR45264,5.22E-02,2.13E-01,9.81E-01,9.85E-01,9.00E-01,9.45E-01,8.00E-01,8.37E-01,8.85,10.65,9.74,9.76,8.9,8.8,10.57,10.72,,
FBgn0266803,2R,ncRNA,CR45265,6.81E-01,8.39E-01,8.99E-02,1.32E-01,6.89E-01,8.08E-01,5.33E-01,6.15E-01,0.07,0.12,0.00,0.19,0,0.14,0,0.23,,
FBgn0266804,2R,ncRNA,CR45266,7.94E-01,9.04E-01,3.35E-02,5.45E-02,6.91E-01,8.10E-01,3.91E-01,4.92E-01,0.27,0.32,0.10,0.49,0.11,0.43,0.09,0.54,,
FBgn0266805,2R,ncRNA,CR45267,4.34E-01,6.66E-01,5.29E-05,1.43E-04,9.19E-01,9.55E-01,3.83E-02,8.30E-02,10.95,12.67,8.63,14.99,7.83,14.07,9.42,15.92,,
FBgn0266806,2R,ncRNA,CR45268,6.09E-01,7.93E-01,7.30E-04,1.63E-03,5.81E-02,1.42E-01,6.63E-01,7.25E-01,12.08,11.47,14.35,9.20,16,8.17,12.7,10.23,,
FBgn0266807,2R,ncRNA,CR45269,3.77E-01,6.18E-01,6.68E-02,1.01E-01,2.08E-01,3.66E-01,6.60E-02,1.26E-01,3.31,4.32,3.11,4.52,2.14,4.49,4.09,4.55,,
FBgn0266808,2R,ncRNA,CR45270,6.74E-01,8.35E-01,8.95E-01,9.17E-01,5.77E-01,7.26E-01,8.29E-01,8.60E-01,3.17,3.37,3.31,3.23,3.03,3.3,3.59,3.15,,
FBgn0266809,2R,ncRNA,CR45271,3.52E-02,1.71E-01,5.52E-06,1.76E-05,2.39E-01,4.04E-01,2.12E-04,1.48E-03,42.63,23.43,41.84,24.22,53.34,31.93,30.34,16.52,,
FBgn0266810,2R,ncRNA,CR45272,3.17E-03,5.04E-02,4.48E-09,2.58E-08,3.79E-05,4.60E-04,1.19E-03,5.79E-03,46.08,26.07,26.69,45.46,31.2,60.96,22.18,29.95,2R:13011759,9.76E-05
FBgn0266811,2R,ncRNA,CR45273,9.81E-01,9.93E-01,5.91E-01,6.59E-01,6.85E-01,8.06E-01,4.73E-01,5.62E-01,1.67,1.66,1.83,1.50,1.95,1.39,1.7,1.62,,
FBgn0266812,2R,ncRNA,CR45274,2.00E-01,4.43E-01,1.03E-03,2.23E-03,7.59E-03,2.85E-02,2.03E-01,2.99E-01,16.87,14.13,12.57,18.43,11.64,22.1,13.51,14.76,,
FBgn0266813,2R,ncRNA,CR45275,7.51E-02,2.59E-01,2.72E-07,1.10E-06,5.21E-01,6.79E-01,2.71E-01,3.72E-01,457.96,489.29,518.27,428.97,498.29,417.63,538.26,440.31,,
FBgn0266814,2R,ncRNA,CR45276,3.47E-01,5.92E-01,7.18E-01,7.71E-01,7.68E-01,8.62E-01,6.44E-01,7.10E-01,0.3,0.54,0.37,0.47,0.22,0.39,0.53,0.55,,
FBgn0266815,2R,ncRNA,CR45277,4.05E-01,6.43E-01,5.82E-03,1.10E-02,2.29E-02,6.85E-02,3.14E-06,5.01E-05,8.83,6.6,8.95,6.48,11.06,6.61,6.84,6.36,,
FBgn0266816,2R,ncRNA,CR45278,7.84E-01,9.00E-01,6.14E-02,9.38E-02,3.10E-01,4.85E-01,4.22E-01,5.21E-01,1.12,1,0.68,1.44,0.94,1.29,0.43,1.58,,
FBgn0266817,2R,ncRNA,CR45279,9.60E-01,9.83E-01,8.45E-01,8.77E-01,7.65E-01,8.60E-01,1.05E-01,1.80E-01,17.82,17.71,17.92,17.61,18.2,17.43,17.63,17.79,,
FBgn0266818,2R,ncRNA,CR45280,2.06E-01,4.51E-01,5.53E-01,6.25E-01,1.32E-02,4.41E-02,6.35E-03,2.09E-02,16.98,21.26,18.62,19.62,18.68,15.28,18.56,23.96,,
FBgn0266819,2R,ncRNA,CR45281,3.35E-01,5.84E-01,3.33E-01,4.08E-01,5.35E-01,6.92E-01,1.33E-05,1.59E-04,41.53,48.87,43.96,46.44,39.5,43.56,48.42,49.32,,
FBgn0266820,2L,ncRNA,CR45282,5.85E-01,7.77E-01,9.93E-01,9.94E-01,8.65E-01,9.26E-01,6.59E-01,7.22E-01,0.29,0.21,0.25,0.25,0.31,0.28,0.19,0.22,,
FBgn0266821,2L,ncRNA,CR45283,6.47E-01,8.17E-01,9.38E-01,9.51E-01,1.06E-01,2.23E-01,9.86E-04,4.99E-03,2.74,2.28,2.53,2.49,2.39,3.09,2.67,1.9,,
FBgn0266822,2L,ncRNA,CR45284,5.08E-02,2.09E-01,8.34E-03,1.53E-02,1.61E-01,3.04E-01,9.60E-01,9.67E-01,1.36,0.81,0.46,1.71,0.42,2.3,0.5,1.12,,
FBgn0266823,2L,ncRNA,CR45285,1.07E-01,3.12E-01,1.65E-04,4.12E-04,1.53E-01,2.94E-01,6.72E-01,7.33E-01,9.31,7.66,10.80,6.17,12.4,6.21,9.2,6.13,,
FBgn0266824,2L,ncRNA,CR45286,1.30E-01,3.50E-01,1.77E-03,3.70E-03,9.83E-01,9.91E-01,1.09E-02,3.15E-02,11.89,15.46,15.73,11.63,13.95,9.83,17.5,13.42,,
FBgn0266825,2L,ncRNA,CR45287,5.93E-01,7.82E-01,1.02E-01,1.48E-01,8.10E-01,8.90E-01,1.40E-01,2.25E-01,0.33,0.19,0.42,0.09,0.47,0.19,0.37,0,,
FBgn0266826,2L,ncRNA,CR45288,5.41E-01,7.47E-01,1.96E-06,6.78E-06,6.05E-02,1.46E-01,3.27E-02,7.35E-02,31.65,28.61,39.05,21.21,43.5,19.81,34.61,22.61,,
FBgn0266827,2L,ncRNA,CR45289,1.99E-01,4.42E-01,4.25E-01,5.01E-01,1.49E-01,2.87E-01,3.01E-01,4.03E-01,2.05,1.26,1.86,1.45,2.63,1.47,1.09,1.43,,
FBgn0266828,2L,ncRNA,CR45290,6.16E-01,7.98E-01,2.76E-02,4.58E-02,2.11E-01,3.69E-01,5.82E-02,1.14E-01,2.48,2.09,2.87,1.70,3.39,1.57,2.35,1.83,,
FBgn0266829,2L,ncRNA,CR45291,2.24E-02,1.34E-01,5.51E-10,3.87E-09,3.09E-05,3.93E-04,7.75E-03,2.43E-02,11.02,5.29,13.25,3.06,18.86,3.18,7.64,2.93,,
FBgn0266830,2L,ncRNA,CR45292,6.17E-01,7.99E-01,4.94E-01,5.69E-01,5.64E-01,7.16E-01,8.45E-01,8.73E-01,0.28,0.22,0.19,0.31,0.27,0.29,0.1,0.33,,
FBgn0266831,2L,ncRNA,CR45293,9.54E-01,9.80E-01,2.71E-01,3.46E-01,5.75E-01,7.24E-01,3.63E-01,4.64E-01,0.51,0.53,0.66,0.38,0.72,0.3,0.6,0.46,,
FBgn0266832,2L,ncRNA,CR45294,1.67E-01,4.00E-01,7.22E-01,7.74E-01,8.43E-01,9.11E-01,7.78E-01,8.19E-01,7.08,8.39,7.94,7.53,7.39,6.76,8.48,8.3,,
FBgn0266833,2L,ncRNA,CR45295,8.28E-01,9.21E-01,4.25E-02,6.75E-02,1.75E-01,3.23E-01,6.08E-04,3.41E-03,4.16,3.86,4.66,3.37,5.23,3.1,4.08,3.64,,
FBgn0266834,2L,ncRNA,CR45296,2.54E-02,1.43E-01,9.70E-03,1.76E-02,7.32E-01,8.37E-01,5.18E-01,6.02E-01,2.78,4.57,4.62,2.73,3.61,1.96,5.63,3.51,,
FBgn0266835,2L,ncRNA,CR45297,6.41E-02,2.39E-01,3.28E-01,4.03E-01,3.28E-01,5.00E-01,4.64E-01,5.54E-01,0.25,0,0.18,0.07,0.37,0.13,0,0,,
FBgn0266836,2L,ncRNA,CR45298,6.92E-01,8.46E-01,6.33E-01,6.97E-01,8.99E-01,9.44E-01,2.04E-01,3.00E-01,4.92,4.44,4.45,4.91,4.75,5.09,4.15,4.73,,
FBgn0266837,2L,ncRNA,CR45299,4.68E-02,2.00E-01,5.13E-02,7.99E-02,1.71E-01,3.18E-01,5.94E-01,6.68E-01,0.73,1.63,0.75,1.61,0.6,0.87,0.9,2.35,,
FBgn0266838,2L,ncRNA,CR45300,2.15E-01,4.61E-01,4.43E-02,7.00E-02,8.57E-01,9.21E-01,1.40E-01,2.24E-01,0.62,1.2,0.56,1.26,0.3,0.94,0.82,1.58,,
FBgn0266839,2L,ncRNA,CR45301,7.85E-01,9.00E-01,1.04E-03,2.25E-03,9.32E-01,9.63E-01,9.79E-05,8.06E-04,4.74,5.35,3.49,6.60,3.15,6.34,3.83,6.87,,
FBgn0266840,2L,ncRNA,CR45302,6.25E-01,8.04E-01,3.43E-01,4.19E-01,8.86E-01,9.38E-01,2.30E-01,3.28E-01,0.76,0.96,0.70,1.02,0.62,0.89,0.77,1.14,,
FBgn0266841,2L,ncRNA,CR45303,7.22E-01,8.63E-01,2.10E-03,4.34E-03,4.16E-01,5.87E-01,1.80E-02,4.64E-02,32.16,30.6,35.61,27.15,37.42,26.9,33.8,27.4,,
FBgn0266842,2L,ncRNA,CR45304,8.71E-01,9.42E-01,1.18E-01,1.68E-01,3.73E-01,5.46E-01,3.15E-01,4.17E-01,0.22,0.18,0.06,0.34,0,0.43,0.12,0.25,,
FBgn0266843,2L,ncRNA,CR45305,7.68E-01,8.90E-01,7.18E-01,7.70E-01,8.01E-01,8.84E-01,4.52E-01,5.48E-01,3.48,3.3,3.50,3.28,3.66,3.29,3.33,3.26,,
FBgn0266844,2L,ncRNA,CR45306,6.90E-01,8.45E-01,4.57E-01,5.33E-01,2.77E-01,4.48E-01,3.89E-02,8.40E-02,2.63,2.25,2.66,2.22,3.18,2.08,2.15,2.36,,
FBgn0266845,2L,protein_coding,CG45307,7.02E-01,8.51E-01,6.65E-01,7.24E-01,5.10E-01,6.71E-01,1.11E-01,1.88E-01,1.11,0.95,1.10,0.96,1.08,1.15,1.12,0.78,,
FBgn0266846,2R,ncRNA,CR45308,4.79E-01,7.01E-01,1.14E-01,1.62E-01,1.55E-01,2.96E-01,1.74E-01,2.65E-01,2.4,1.99,1.84,2.56,1.72,3.09,1.95,2.03,,
FBgn0266847,2R,ncRNA,CR45309,3.47E-01,5.92E-01,3.26E-01,4.01E-01,3.26E-01,4.98E-01,4.58E-01,5.50E-01,0.15,0,0.15,0.00,0.31,0,0,0,,
FBgn0266848,X,protein_coding,wap,6.34E-01,8.08E-01,2.53E-13,4.53E-12,9.43E-03,3.38E-02,1.30E-01,2.13E-01,661.12,669.46,583.02,747.55,561.11,761.12,604.94,733.98,,
FBgn0266849,2R,ncRNA,CR45310,2.23E-01,4.70E-01,3.61E-01,4.37E-01,9.04E-01,9.47E-01,3.92E-01,4.93E-01,0.59,0.23,0.29,0.53,0.48,0.69,0.1,0.37,,
FBgn0266850,2R,ncRNA,CR45311,8.11E-01,9.13E-01,1.11E-01,1.58E-01,9.11E-01,9.51E-01,9.68E-01,9.74E-01,5.3,5.19,5.95,4.55,6.05,4.56,5.84,4.54,,
FBgn0266851,2R,ncRNA,CR45312,2.32E-02,1.36E-01,2.81E-01,3.57E-01,6.95E-01,8.12E-01,8.03E-01,8.39E-01,9.31,6.71,8.69,7.33,10.24,8.38,7.15,6.27,,
FBgn0266852,2R,ncRNA,CR45313,1.69E-01,4.02E-01,1.78E-02,3.06E-02,1.20E-01,2.46E-01,5.62E-02,1.11E-01,0.33,0.05,0.04,0.34,0.08,0.57,0,0.11,,
FBgn0266853,2R,ncRNA,CR45314,1.53E-01,3.82E-01,1.61E-03,3.39E-03,9.28E-02,2.03E-01,5.42E-01,6.23E-01,6.38,4.82,3.77,7.43,3.64,9.12,3.9,5.74,,
FBgn0266854,2R,pseudogene,CR45315,3.87E-01,6.27E-01,7.02E-03,1.31E-02,3.00E-01,4.75E-01,2.79E-01,3.80E-01,1.02,0.69,0.40,1.31,0.4,1.64,0.4,0.98,,
FBgn0266855,2R,ncRNA,CR45316,7.06E-02,2.50E-01,2.42E-01,3.14E-01,1.08E-01,2.27E-01,1.12E-08,4.87E-07,0.13,4.79,2.79,2.13,0,0.26,5.58,4,,
FBgn0266856,2R,ncRNA,CR45317,8.98E-01,9.54E-01,7.73E-01,8.17E-01,5.83E-01,7.31E-01,1.65E-01,2.55E-01,0.52,0.58,0.60,0.51,0.48,0.57,0.71,0.45,,
FBgn0266857,2R,ncRNA,CR45318,3.79E-01,6.19E-01,3.59E-01,4.35E-01,9.17E-01,9.54E-01,2.04E-02,5.10E-02,0.4,0.1,0.34,0.16,0.49,0.32,0.2,0,,
FBgn0266858,2R,ncRNA,CR45319,3.06E-01,5.58E-01,8.76E-01,9.02E-01,7.20E-01,8.30E-01,2.46E-01,3.47E-01,4.6,3.68,4.08,4.20,4.68,4.53,3.49,3.86,,
FBgn0266859,2R,ncRNA,CR45320,3.64E-01,6.06E-01,8.79E-03,1.61E-02,4.83E-01,6.47E-01,1.75E-01,2.66E-01,2.57,3.27,2.10,3.74,1.54,3.59,2.66,3.89,,
FBgn0266860,2R,ncRNA,CR45321,4.74E-01,6.97E-01,8.46E-01,8.78E-01,5.48E-01,7.03E-01,9.20E-02,1.63E-01,0.43,0.72,0.55,0.60,0.32,0.54,0.78,0.67,,
FBgn0266861,2R,ncRNA,CR45322,5.12E-02,2.10E-01,3.53E-02,5.71E-02,6.08E-01,7.50E-01,3.64E-01,4.66E-01,8.76,6.63,8.66,6.73,9.95,7.57,7.36,5.89,,
FBgn0266862,2R,ncRNA,CR45323,2.97E-01,5.49E-01,2.78E-01,3.53E-01,5.80E-01,7.29E-01,2.24E-06,3.75E-05,7.11,10.97,9.65,8.43,8.03,6.19,11.28,10.67,,
FBgn0266863,2R,ncRNA,CR45324,1.33E-01,3.53E-01,4.39E-01,5.14E-01,6.57E-01,7.87E-01,1.63E-01,2.52E-01,10.35,12.73,11.10,11.98,10.16,10.54,12.04,13.42,,
FBgn0266864,2R,ncRNA,CR45325,2.43E-01,4.94E-01,2.54E-01,3.27E-01,2.26E-01,3.88E-01,4.08E-01,5.07E-01,8.89,7.52,7.59,8.82,8.93,8.86,6.25,8.78,,
FBgn0266865,2R,ncRNA,CR45326,7.61E-01,8.86E-01,4.39E-01,5.15E-01,2.40E-01,4.06E-01,5.33E-02,1.07E-01,52.97,51.64,53.41,51.20,55.77,50.17,51.05,52.22,,
FBgn0266866,2R,ncRNA,CR45327,8.99E-01,9.54E-01,1.68E-02,2.90E-02,2.52E-01,4.20E-01,3.01E-01,4.03E-01,36.49,36.11,33.05,39.55,31.75,41.23,34.36,37.86,,
FBgn0266867,2R,ncRNA,CR45328,2.72E-01,5.24E-01,2.55E-02,4.25E-02,1.19E-01,2.44E-01,6.18E-03,2.04E-02,1.7,0.33,0.28,1.74,0.47,2.93,0.09,0.56,,
FBgn0266868,2R,ncRNA,CR45329,4.46E-01,6.76E-01,1.20E-01,1.71E-01,6.29E-01,7.65E-01,3.15E-03,1.23E-02,6.7,8.24,8.25,6.70,7.71,5.69,8.78,7.7,,
FBgn0266869,2L,ncRNA,CR45330,4.53E-02,1.96E-01,1.34E-02,2.37E-02,1.93E-01,3.47E-01,2.29E-01,3.28E-01,9.2,6.43,6.52,9.10,7.25,11.14,5.79,7.07,,
FBgn0266870,2L,ncRNA,CR45331,1.80E-02,1.20E-01,2.95E-02,4.86E-02,8.05E-01,8.88E-01,1.21E-01,2.00E-01,1.5,3.57,3.14,1.94,2.16,0.84,4.11,3.04,,
FBgn0266871,2L,ncRNA,CR45332,4.92E-01,7.10E-01,1.85E-01,2.49E-01,2.70E-01,4.40E-01,8.37E-01,8.66E-01,9.71,9.06,8.53,10.24,9.56,9.85,7.5,10.62,,
FBgn0266872,2L,ncRNA,CR45333,3.45E-01,5.92E-01,9.17E-01,9.34E-01,4.74E-02,1.21E-01,8.56E-02,1.54E-01,3.63,2.87,3.22,3.28,4.15,3.1,2.29,3.45,,
FBgn0266873,2L,ncRNA,CR45334,9.78E-01,9.92E-01,6.01E-01,6.69E-01,2.77E-01,4.49E-01,8.70E-03,2.65E-02,19.08,18.98,19.54,18.51,20.67,17.48,18.41,19.54,,
FBgn0266874,2L,ncRNA,CR45335,4.41E-01,6.72E-01,2.27E-01,2.97E-01,7.04E-01,8.18E-01,1.94E-02,4.90E-02,7.67,6.49,7.62,6.54,8.04,7.3,7.19,5.78,,
FBgn0266875,2L,ncRNA,CR45336,9.45E-01,9.76E-01,5.20E-03,9.96E-03,3.39E-01,5.11E-01,1.25E-01,2.05E-01,5.24,5.15,6.64,3.74,6.22,4.25,7.07,3.23,,
FBgn0266876,2L,ncRNA,CR45337,3.93E-01,6.32E-01,7.66E-01,8.11E-01,7.81E-01,8.72E-01,2.15E-01,3.13E-01,0.38,0.19,0.26,0.31,0.33,0.43,0.19,0.19,2L:3262122,1.22E-05
FBgn0266877,2L,ncRNA,CR45338,6.13E-01,7.96E-01,6.24E-01,6.88E-01,8.30E-01,9.04E-01,7.18E-01,7.70E-01,0.64,0.53,0.52,0.65,0.55,0.73,0.5,0.57,2L:3262122,1.22E-05
FBgn0266878,2L,ncRNA,CR45339,3.94E-01,6.34E-01,4.56E-02,7.19E-02,1.64E-01,3.09E-01,7.54E-01,8.00E-01,1.35,1.02,0.70,1.68,0.53,2.18,0.87,1.18,,
FBgn0266879,2L,ncRNA,CR45340,3.75E-01,6.16E-01,1.23E-01,1.74E-01,3.64E-01,5.37E-01,5.13E-03,1.78E-02,4.03,2.05,2.16,3.92,2.64,5.41,1.68,2.42,,
FBgn0266880,2L,ncRNA,CR45341,6.71E-01,8.34E-01,1.88E-01,2.52E-01,4.99E-01,6.61E-01,1.85E-01,2.78E-01,0.38,0.28,0.21,0.45,0.32,0.44,0.1,0.46,,
FBgn0266881,2L,ncRNA,CR45342,2.44E-02,1.39E-01,9.58E-01,9.67E-01,7.50E-01,8.49E-01,3.38E-01,4.40E-01,1.19,0.43,0.80,0.82,1.23,1.16,0.38,0.47,,
